doc_id,file_format,first_page_indicator,title,day,month,year,newspaper_id,article_date,multipage_article,page_id,multipage_id,article_id
TSLR_1904_06_11_P4_001_03,.txt,FALSE,HISTORIC INAUGURAL HANDICAP TO BE RUN AT THE FAIR GROUNDS ,11,6,1904,TSLR,6/11/04,checked,P4_001,_03,TSLR19040611P4_001
TSLR_1904_06_11_P9_001_01,.txt,TRUE,FEATURES OF THE WORLD'S FAIR: BRAZIL'S BIG COFFEE BUSINESS,11,6,1904,TSLR,6/11/04,checked,P9_001,_01,TSLR19040611P9_001
TSLR_1904_06_11_P9_001_02,.txt,FALSE,FEATURES OF THE WORLD'S FAIR: BRAZIL'S BIG COFFEE BUSINESS,11,6,1904,TSLR,6/11/04,checked,P9_001,_02,TSLR19040611P9_001
SLGD_1904_06_25_P2_001,.txt,NA,HOUSE OF HOO HOO AT FAIR IS BURNED: BUILDING A TOTAL LOSS,25,6,1904,SLGD,6/25/04,,P2_001,NA,SLGD19040625P2_001
SLGD_1904_06_25_P2_002_01,.txt,TRUE,SIGHTS AND ECHOES OF THE EXPOSITION,25,6,1904,SLGD,6/25/04,checked,P2_002,_01,SLGD19040625P2_002
SLGD_1904_06_25_P2_002_02,.txt,FALSE,SIGHTS AND ECHOES OF THE EXPOSITION,25,6,1904,SLGD,6/25/04,checked,P2_002,_02,SLGD19040625P2_002
SLGD_1904_06_25_P2_002_03,.txt,FALSE,SIGHTS AND ECHOES OF THE EXPOSITION,25,6,1904,SLGD,6/25/04,checked,P2_002,_03,SLGD19040625P2_002
SLPD_1904_06_25_P1_001_01,.txt,TRUE,FRANCIS SAYS HE IS NOT A CANDIDATE BUT NO MAN COULD REFUSE,25,6,1904,SLPD,6/25/04,checked,P1_001,_01,SLPD19040625P1_001
SLPD_1904_06_25_P1_001_02,.txt,FALSE,FRANCIS SAYS HE IS NOT A CANDIDATE BUT NO MAN COULD REFUSE,25,6,1904,SLPD,6/25/04,checked,P1_001,_02,SLPD19040625P1_001
SLPD_1904_06_25_P1_001_03,.txt,FALSE,FRANCIS SAYS HE IS NOT A CANDIDATE BUT NO MAN COULD REFUSE,25,6,1904,SLPD,6/25/04,checked,P1_001,_03,SLPD19040625P1_001
SLPD_1904_06_25_P3_001_01,.txt,TRUE,SLOW TRACK FOR THE HANDICAP,25,6,1904,SLPD,6/25/04,checked,P3_001,_01,SLPD19040625P3_001
SLPD_1904_06_25_P3_001_02,.txt,FALSE,SLOW TRACK FOR THE HANDICAP,25,6,1904,SLPD,6/25/04,checked,P3_001,_02,SLPD19040625P3_001
SLPD_1904_06_25_P3_002,.txt,NA,NEW YORK'S GUEST OF HONOR AGED 93,25,6,1904,SLPD,6/25/04,,P3_002,NA,SLPD19040625P3_002
TSLR_1904_06_25_P1_001_01,.txt,TRUE,AFTER THREE CONFERENCES WITH FAIR OFFICIALS SANTOS AGREES TO MAKE FIRST AIRSHIP FLIGHT ON THE FOURTH,25,6,1904,TSLR,6/25/04,checked,P1_001,_01,TSLR19040625P1_001
TSLR_1904_06_25_P1_001_02,.txt,FALSE,AFTER THREE CONFERENCES WITH FAIR OFFICIALS SANTOS AGREES TO MAKE FIRST AIRSHIP FLIGHT ON THE FOURTH,25,6,1904,TSLR,6/25/04,checked,P1_001,_02,TSLR19040625P1_001
TSLR_1904_06_25_P1_001_03,.txt,FALSE,AFTER THREE CONFERENCES WITH FAIR OFFICIALS SANTOS AGREES TO MAKE FIRST AIRSHIP FLIGHT ON THE FOURTH,25,6,1904,TSLR,6/25/04,checked,P1_001,_03,TSLR19040625P1_001
TSLR_1904_06_25_P1_001_04,.txt,FALSE,AFTER THREE CONFERENCES WITH FAIR OFFICIALS SANTOS AGREES TO MAKE FIRST AIRSHIP FLIGHT ON THE FOURTH,25,6,1904,TSLR,6/25/04,checked,P1_001,_04,TSLR19040625P1_001
TSLR_1904_06_25_P2_001,.txt,NA,NOTES OF HAPPENINGS AT THE WORLD'S FAIR,25,6,1904,TSLR,6/25/04,,P2_001,NA,TSLR19040625P2_001
TSLR_1904_06_25_P2_002,.txt,NA,BUILDING OF NEW HOUSE OF HOO HOO AT THE WORLD'S FAIR WILL BEGIN MONDAY,25,6,1904,TSLR,6/25/04,,P2_002,NA,TSLR19040625P2_002
SLGD_1904_07_09_P5_001_01,.txt,TRUE,SIGHTS AND ECHOES OF THE EXPOSITION,9,7,1904,SLGD,7/9/04,checked,P5_001,_01,SLGD19040709P5_001
SLGD_1904_07_09_P5_001_02,.txt,FALSE,SIGHTS AND ECHOES OF THE EXPOSITION,9,7,1904,SLGD,7/9/04,checked,P5_001,_02,SLGD19040709P5_001
SLGD_1904_07_09_P5_002,.txt,NA,OFFER WASHINGTON BUILDING TO THE CITY,9,7,1904,SLGD,7/9/04,,P5_002,NA,SLGD19040709P5_002
SLPD_1904_07_09_P7_001,.txt,NA,"""TAPS"" A JOKE TO SOLDIERS AT FAIR",9,7,1904,SLPD,7/9/04,,P7_001,NA,SLPD19040709P7_001
SLPD_1904_07_09_P11_001,.txt,NA,IGORROTES SHIFT PANTS TO BUSHES,9,7,1904,SLPD,7/9/04,,P11_001,NA,SLPD19040709P11_001
SLPD_1904_07_09_P11_002,.txt,NA,FRENCH EXHIBITORS HAVE NOT CLOSED,9,7,1904,SLPD,7/9/04,,P11_002,NA,SLPD19040709P11_002
TSLR_1904_07_09_P8_001_01,.txt,TRUE,THE PHILIPPINE SHOW,9,7,1904,TSLR,7/9/04,checked,P8_001,_01,TSLR19040709P8_001
TSLR_1904_07_09_P8_001_02,.txt,FALSE,THE PHILIPPINE SHOW,9,7,1904,TSLR,7/9/04,checked,P8_001,_02,TSLR19040709P8_001
TSLR_1904_07_09_P9_001,.txt,NA,NOTES OF HAPPENING AT THE WORLD'S FAIR,9,7,1904,TSLR,7/9/04,,P9_001,NA,TSLR19040709P9_001
TSLR_1904_07_09_P11_001_01,.txt,TRUE,MAN STANDING MORE THAN SEVEN FEET ATTRACTS MUCH ATTENTION AT THE FAIR,9,7,1904,TSLR,7/9/04,checked,P11_001,_01,TSLR19040709P11_001
TSLR_1904_07_09_P11_001_02,.txt,FALSE,MAN STANDING MORE THAN SEVEN FEET ATTRACTS MUCH ATTENTION AT THE FAIR,9,7,1904,TSLR,7/9/04,checked,P11_001,_02,TSLR19040709P11_001
SLGD_1904_07_23_P2_001,.txt,NA,UNCIVILIZED TRIBES TO GIVE EXHIBITION TODAY,23,7,1904,SLGD,7/23/04,,P2_001,NA,SLGD19040723P2_001
SLGD_1904_07_23_P2_002_01,.txt,TRUE,SIGHTS AND ECHOES OF THE EXPOSITION,23,7,1904,SLGD,7/23/04,checked,P2_002,_01,SLGD19040723P2_002
SLGD_1904_07_23_P2_002_02,.txt,FALSE,SIGHTS AND ECHOES OF THE EXPOSITION,23,7,1904,SLGD,7/23/04,checked,P2_002,_02,SLGD19040723P2_002
SLPD_1904_07_23_P2_001_01,.txt,TRUE,NEWS OF THE FAIR TO POST-DISPATCH BY WIRELESS WAY,23,7,1904,SLPD,7/23/04,checked,P2_001,_01,SLPD19040723P2_001
SLPD_1904_07_23_P2_001_02,.txt,FALSE,NEWS OF THE FAIR TO POST-DISPATCH BY WIRELESS WAY,23,7,1904,SLPD,7/23/04,checked,P2_001,_02,SLPD19040723P2_001
SLPD_1904_07_23_P2_001_03,.txt,FALSE,NEWS OF THE FAIR TO POST-DISPATCH BY WIRELESS WAY,23,7,1904,SLPD,7/23/04,checked,P2_001,_03,SLPD19040723P2_001
SLPD_1904_07_23_P2_002,.txt,NA,CHILDREN HAVE ONE PERFECT DAY,23,7,1904,SLPD,7/23/04,,P2_002,NA,SLPD19040723P2_002
SLPD_1904_07_23_P2_003,.txt,NA,"$250,000 NECKLACE CAUSES ""GUN-PLAY""",23,7,1904,SLPD,7/23/04,,P2_003,NA,SLPD19040723P2_003
TSLR_1904_07_23_P9_001_01,.txt,TRUE,"ALLOWED $5,000 BY TEXAS COURT",23,7,1904,TSLR,7/23/04,checked,P9_001,_01,TSLR19040723P9_001
TSLR_1904_07_23_P9_001_02,.txt,FALSE,"ALLOWED $5,000 BY TEXAS COURT",23,7,1904,TSLR,7/23/04,checked,P9_001,_02,TSLR19040723P9_001
TSLR_1904_07_23_P9_002,.txt,NA,WONG KAI KAH SEES PAINTING OF EMPRESS AN,23,7,1904,TSLR,7/23/04,,P9_002,NA,TSLR19040723P9_002
TSLR_1904_07_23_P9_003,.txt,NA,SECOND CONGRESS OF SAVAGE PEOPLE,23,7,1904,TSLR,7/23/04,,P9_003,NA,TSLR19040723P9_003
SLGD_1904_08_06_P3_001,.txt,NA,MANUFACTURERS TO GIVE PRESENTS AWAY TODAY,6,8,1904,SLGD,8/6/04,,P3_001,NA,SLGD19040806P3_001
SLGD_1904_08_06_P3_002,.txt,NA,VIEWS OF THE WORLD AT THE WORLD'S FAIR,6,8,1904,SLGD,8/6/04,,P3_002,NA,SLGD19040806P3_002
SLPD_1904_08_06_P2_001,.txt,NA,GERMAN MEMBER OF AWARDS JURY TO ARRIVE SOON,6,8,1904,SLPD,8/6/04,,P2_001,NA,SLPD19040806P2_001
SLPD_1904_08_06_P2_002_01,.txt,TRUE,HERE'S A GREAT CHANCE FOR ALL PRUNE-BITERS,6,8,1904,SLPD,8/6/04,checked,P2_002,_01,SLPD19040806P2_002
SLPD_1904_08_06_P2_002_02,.txt,FALSE,HERE'S A GREAT CHANCE FOR ALL PRUNE-BITERS,6,8,1904,SLPD,8/6/04,checked,P2_002,_02,SLPD19040806P2_002
SLPD_1904_08_06_P2_003,.txt,NA,"RUSSIA'S ART EXHIBIT HAS A $30,000 PICTURE",6,8,1904,SLPD,8/6/04,,P2_003,NA,SLPD19040806P2_003
TSLR_1904_08_06_P1_001,.txt,NA,PYGMIES SHIVER OVER CAMP FIRE,6,8,1904,TSLR,8/6/04,,P1_001,NA,TSLR19040806P1_001
TSLR_1904_08_06_P9_001,.txt,NA,MISSISSIPI DAY SEPTEMBER 15,6,8,1904,TSLR,8/6/04,,P9_001,NA,TSLR19040806P9_001
TSLR_1904_08_06_P9_002_01,.txt,TRUE,NEWSBOYS TO HAVE DAY AT THE WORLD'S FAIR,6,8,1904,TSLR,8/6/04,checked,P9_002,_01,TSLR19040806P9_002
TSLR_1904_08_06_P9_002_02,.txt,FALSE,NEWSBOYS TO HAVE DAY AT THE WORLD'S FAIR,6,8,1904,TSLR,8/6/04,checked,P9_002,_02,TSLR19040806P9_002
SLGD_1904_08_20_P1_001_01,.txt,TRUE,THREE DEAD AND OVER A SCORE INJURED BY STORM IN NORTH ST. LOUIS AND THE EAST SIDE,20,8,1904,SLGD,8/20/04,checked,P1_001,_01,SLGD19040820P1_001
SLGD_1904_08_20_P1_001_02,.txt,FALSE,THREE DEAD AND OVER A SCORE INJURED BY STORM IN NORTH ST. LOUIS AND THE EAST SIDE,20,8,1904,SLGD,8/20/04,checked,P1_001,_02,SLGD19040820P1_001
SLGD_1904_08_20_P1_001_03,.txt,FALSE,THREE DEAD AND OVER A SCORE INJURED BY STORM IN NORTH ST. LOUIS AND THE EAST SIDE,20,8,1904,SLGD,8/20/04,checked,P1_001,_03,SLGD19040820P1_001
SLGD_1904_08_20_P3_001_01,.txt,TRUE,SIGHTS AND ECHOES OF THE EXPOSITION,20,8,1904,SLGD,8/20/04,checked,P3_001,_01,SLGD19040820P3_001
SLGD_1904_08_20_P3_001_02,.txt,FALSE,SIGHTS AND ECHOES OF THE EXPOSITION,20,8,1904,SLGD,8/20/04,checked,P3_001,_02,SLGD19040820P3_001
SLPD_1904_08_20_P1_001_01,.txt,TRUE,"CALLED ""SAVAGES,"" NOW VISAYAN GIRLS WONT GO TO SCHOOL",20,8,1904,SLPD,8/20/04,checked,P1_001,_01,SLPD19040820P1_001
SLPD_1904_08_20_P1_001_02,.txt,FALSE,"CALLED ""SAVAGES,"" NOW VISAYAN GIRLS WONT GO TO SCHOOL",20,8,1904,SLPD,8/20/04,checked,P1_001,_02,SLPD19040820P1_001
SLPD_1904_08_20_P1_001_03,.txt,FALSE,"CALLED ""SAVAGES,"" NOW VISAYAN GIRLS WONT GO TO SCHOOL",20,8,1904,SLPD,8/20/04,checked,P1_001,_03,SLPD19040820P1_001
SLPD_1904_08_20_P1_002_01,.txt,TRUE,HALF MILLION DOLLARS IN DRESSES RUINED AT FAIR,20,8,1904,SLPD,8/20/04,checked,P1_002,_01,SLPD19040820P1_002
SLPD_1904_08_20_P1_002_02,.txt,FALSE,HALF MILLION DOLLARS IN DRESSES RUINED AT FAIR,20,8,1904,SLPD,8/20/04,checked,P1_002,_02,SLPD19040820P1_002
SLPD_1904_08_20_P1_002_03,.txt,FALSE,HALF MILLION DOLLARS IN DRESSES RUINED AT FAIR,20,8,1904,SLPD,8/20/04,checked,P1_002,_03,SLPD19040820P1_002
SLPD_1904_08_20_P2_001_01,.txt,TRUE,JOVE GIVES WEIRD ELECTRICAL DISPLAY AT THE WORLD'S FAIR,20,8,1904,SLPD,8/20/04,checked,P2_001,_01,SLPD19040820P2_001
SLPD_1904_08_20_P2_001_02,.txt,FALSE,JOVE GIVES WEIRD ELECTRICAL DISPLAY AT THE WORLD'S FAIR,20,8,1904,SLPD,8/20/04,checked,P2_001,_02,SLPD19040820P2_001
TSLR_1904_08_20_P9_001,.txt,NA,DRIVEN FROM HUTS BY RAINSTORM,20,8,1904,TSLR,8/20/04,,P9_001,NA,TSLR19040820P9_001
TSLR_1904_08_20_P9_002,.txt,NA,LARGEST FAIR WORLD HAS SEEN,20,8,1904,TSLR,8/20/04,,P9_002,NA,TSLR19040820P9_002
TSLR_1904_08_20_P9_003_01,.txt,TRUE,CALIFORNIAN'S SPEND MILLIONS ON FAIR,20,8,1904,TSLR,8/20/04,checked,P9_003,_01,TSLR19040820P9_003
TSLR_1904_08_20_P9_003_02,.txt,FALSE,CALIFORNIAN'S SPEND MILLIONS ON FAIR,20,8,1904,TSLR,8/20/04,checked,P9_003,_02,TSLR19040820P9_003
SLGD_1904_09_03_P4_001,.txt,NA,HAIGHT TO TAKE A LECTURE COURSE: TO LEAVE WORLD'S FAIR,3,9,1904,SLGD,9/3/04,,P4_001,NA,SLGD19040903P4_001
SLGD_1904_09_03_P4_002_01,.txt,TRUE,SIGHTS AND ECHOES OF THE EXPOSITION,3,9,1904,SLGD,9/3/04,checked,P4_002,_01,SLGD19040903P4_002
SLGD_1904_09_03_P4_002_02,.txt,FALSE,SIGHTS AND ECHOES OF THE EXPOSITION,3,9,1904,SLGD,9/3/04,checked,P4_002,_02,SLGD19040903P4_002
SLPD_1904_09_03_P4_001,.txt,NA,HOSTILE GERMAN PRESS COMMENT,3,9,1904,SLPD,9/3/04,,P4_001,NA,SLPD19040903P4_001
SLPD_1904_09_03_P8_001,.txt,NA,CAST OF LEO'S HAND IS CLOSELY GUARDED,3,9,1904,SLPD,9/3/04,,P8_001,NA,SLPD19040903P8_001
SLPD_1904_09_03_P9_001,.txt,NA,SALE OF SOUVENIR TICKETS IS BEGUN,3,9,1904,SLPD,9/3/04,,P9_001,NA,SLPD19040903P9_001
TSLR_1904_09_03_P9_001,.txt,NA,MANY ATTRACTIONS AT FAIR TODAY,3,9,1904,TSLR,9/3/04,,P9_001,NA,TSLR19040903P9_001
TSLR_1904_09_03_P9_002_01,.txt,TRUE,MANY HOUSES TO CLOSE FOR FIRST TIME ST. LOUIS DAY,3,9,1904,TSLR,9/3/04,checked,P9_002,_01,TSLR19040903P9_002
TSLR_1904_09_03_P9_002_02,.txt,FALSE,MANY HOUSES TO CLOSE FOR FIRST TIME ST. LOUIS DAY,3,9,1904,TSLR,9/3/04,checked,P9_002,_02,TSLR19040903P9_002
TSLR_1904_09_03_P9_002_03,.txt,FALSE,MANY HOUSES TO CLOSE FOR FIRST TIME ST. LOUIS DAY,3,9,1904,TSLR,9/3/04,checked,P9_002,_03,TSLR19040903P9_002
TSLR_1904_09_03_P9_002_04,.txt,FALSE,MANY HOUSES TO CLOSE FOR FIRST TIME ST. LOUIS DAY,3,9,1904,TSLR,9/3/04,checked,P9_002,_04,TSLR19040903P9_002
TSLR_1904_09_03_P9_002_05,.txt,FALSE,MANY HOUSES TO CLOSE FOR FIRST TIME ST. LOUIS DAY,3,9,1904,TSLR,9/3/04,checked,P9_002,_05,TSLR19040903P9_002
TSLR_1904_09_03_P9_002_06,.txt,FALSE,MANY HOUSES TO CLOSE FOR FIRST TIME ST. LOUIS DAY,3,9,1904,TSLR,9/3/04,checked,P9_002,_06,TSLR19040903P9_002
TSLR_1904_09_03_P9_003,.txt,NA,GOVERNOR DURBIN COMMENDS FAIR,3,9,1904,TSLR,9/3/04,,P9_003,NA,TSLR19040903P9_003
SLGD_1904_09_17_P2_001_01,.txt,TRUE,FILIPINO SPEAR DANCERS FIGHT REAL DUEL IN BAGOBO VILLAGE,17,9,1904,SLGD,9/17/04,checked,P2_001,_01,SLGD19040917P2_001
SLGD_1904_09_17_P2_001_02,.txt,FALSE,FILIPINO SPEAR DANCERS FIGHT REAL DUEL IN BAGOBO VILLAGE,17,9,1904,SLGD,9/17/04,checked,P2_001,_02,SLGD19040917P2_001
SLGD_1904_09_17_P2_002,.txt,NA,LOUISIANA IS TO PRESERVE EXHIBITS,17,9,1904,SLGD,9/17/04,,P2_002,NA,SLGD19040917P2_002
SLPD_1904_09_17_P2_001,.txt,NA,ELECTRICIANS AS FUTURE GENERALS,17,9,1904,SLPD,9/17/04,,P2_001,NA,SLPD19040917P2_001
SLPD_1904_09_17_P3_001_01,.txt,TRUE,"JOHN REDMOND, FAMOUS IRISH LEADER, HERE",17,9,1904,SLPD,9/17/04,checked,P3_001,_01,SLPD19040917P3_001
SLPD_1904_09_17_P3_001_02,.txt,FALSE,"JOHN REDMOND, FAMOUS IRISH LEADER, HERE",17,9,1904,SLPD,9/17/04,checked,P3_001,_02,SLPD19040917P3_001
SLPD_1904_09_17_P4_001,.txt,NA,ST. LOUIS DAY AND AFTER,17,9,1904,SLPD,9/17/04,,P4_001,NA,SLPD19040917P4_001
TSLR_1904_09_17_P1_001,.txt,NA,"DOCKERY PROCLAIMS A HOLIDAY THROUGHOUT THE ENTIRE STATE ON MISSOURI DAY, OCTOBER II",17,9,1904,TSLR,9/17/04,,P1_001,NA,TSLR19040917P1_001
TSLR_1904_09_17_P1_002_01,.txt,TRUE,WILL MAKE ONE OF GREATEST OF FAIR,17,9,1904,TSLR,9/17/04,checked,P1_002,_01,TSLR19040917P1_002
TSLR_1904_09_17_P1_002_02,.txt,FALSE,WILL MAKE ONE OF GREATEST OF FAIR,17,9,1904,TSLR,9/17/04,checked,P1_002,_02,TSLR19040917P1_002
TSLR_1904_09_17_P1_002_03,.txt,FALSE,WILL MAKE ONE OF GREATEST OF FAIR,17,9,1904,TSLR,9/17/04,checked,P1_002,_03,TSLR19040917P1_002
TSLR_1904_09_17_P9_001,.txt,NA,RED MEN WILL CELEBRATE AT THE FAIR TODAY,17,9,1904,TSLR,9/17/04,,P9_001,NA,TSLR19040917P9_001
SLGD_1904_10_01_P2_001_01,.txt,TRUE,SIGHTS AND ECHOES OF THE EXPOSITION,1,10,1904,SLGD,10/1/04,checked,P2_001,_01,SLGD19041001P2_001
SLGD_1904_10_01_P2_001_02,.txt,FALSE,SIGHTS AND ECHOES OF THE EXPOSITION,1,10,1904,SLGD,10/1/04,checked,P2_001,_02,SLGD19041001P2_001
SLGD_1904_10_01_P2_002,.txt,NA,AN EXPERT'S NOTES ON WORLD'S FAIR PICTURES,1,10,1904,SLGD,10/1/04,,P2_002,NA,SLGD19041001P2_002
SLPD_1904_10_01_P2_001,.txt,NA,FRANCIS A LOOSER IN OCEAN SCHOOL,1,10,1904,SLPD,10/1/04,,P2_001,NA,SLPD19041001P2_001
SLPD_1904_10_01_P2_002_01,.txt,TRUE,BEAUTIFUL DAUGHTER OF SOUTH WINS PRAISE AT WORLD'S FAIR,1,10,1904,SLPD,10/1/04,checked,P2_002,_01,SLPD19041001P2_002
SLPD_1904_10_01_P2_002_02,.txt,FALSE,BEAUTIFUL DAUGHTER OF SOUTH WINS PRAISE AT WORLD'S FAIR,1,10,1904,SLPD,10/1/04,checked,P2_002,_02,SLPD19041001P2_002
SLPD_1904_10_01_P2_002_03,.txt,FALSE,BEAUTIFUL DAUGHTER OF SOUTH WINS PRAISE AT WORLD'S FAIR,1,10,1904,SLPD,10/1/04,checked,P2_002,_03,SLPD19041001P2_002
SLPD_1904_10_01_P3_001,.txt,NA,TERRITORY'S DAY BRINGS INDIANS,1,10,1904,SLPD,10/1/04,,P3_001,NA,SLPD19041001P3_001
TSLR_1904_10_01_P5_001,.txt,NA,RECITAL AT BRAZIL PAVILION THIS AFTERNOON,1,10,1904,TSLR,10/1/04,,P5_001,NA,TSLR19041001P5_001
TSLR_1904_10_01_P5_002,.txt,NA,UNIQUE BADGES FOR TERRITORY VISITORS,1,10,1904,TSLR,10/1/04,,P5_002,NA,TSLR19041001P5_002
TSLR_1904_10_01_P5_003,.txt,NA,KANSAS DAY IS WELL OBSERVED,1,10,1904,TSLR,10/1/04,,P5_003,NA,TSLR19041001P5_003
SLGD_1904_10_15_P2_001,.txt,NA,OIL ON TROUBLED WATERS; MEXICANS STILL IN CITY,15,10,1904,SLGD,10/15/04,,P2_001,NA,SLGD19041015P2_001
SLGD_1904_10_15_P2_002_01,.txt,TRUE,SIGHTS AND ECHOES OF THE EXPOSITION,15,10,1904,SLGD,10/15/04,checked,P2_002,_01,SLGD19041015P2_002
SLGD_1904_10_15_P2_002_02,.txt,FALSE,SIGHTS AND ECHOES OF THE EXPOSITION,15,10,1904,SLGD,10/15/04,checked,P2_002,_02,SLGD19041015P2_002
SLPD_1904_10_15_P2_001,.txt,NA,EVERY FILIPINO GETS MEDAL,15,10,1904,SLPD,10/15/04,,P2_001,NA,SLPD19041015P2_001
SLPD_1904_10_15_P3_001,.txt,NA,CHILDREN TO STUDY WORLD'S FAIR,15,10,1904,SLPD,10/15/04,,P3_001,NA,SLPD19041015P3_001
SLPD_1904_10_15_P5_001,.txt,NA,THE CLUB WOMAN'S VIEWS WRITTEN FOR THE POST-DISPATCH,15,10,1904,SLPD,10/15/04,,P5_001,NA,SLPD19041015P5_001
TSLR_1904_10_15_P4_001,.txt,NA,NOTED FOREIGNER PRAISES THE FAIR,15,10,1904,TSLR,10/15/04,,P4_001,NA,TSLR19041015P4_001
TSLR_1904_10_15_P4_002,.txt,NA,MEXICAN OFFICIALS GUESTS OF FRANCIS,15,10,1904,TSLR,10/15/04,,P4_002,NA,TSLR19041015P4_002
TSLR_1904_10_15_P4_003,.txt,NA,MEDAL FOR EVERY FILIPINO AT FAIR,15,10,1904,TSLR,10/15/04,,P4_003,NA,TSLR19041015P4_003
SLGD_1904_10_29_P3_001,.txt,NA,RAILROADS. SUCCEEDS HILLEARY AS TRAFFIC MANAGER,29,10,1904,SLGD,10/29/04,,P3_001,NA,SLGD19041029P3_001
SLGD_1904_10_29_P5_001_01,.txt,TRUE,SIGHS AND ECHOES OF THE EXPOSITION,29,10,1904,SLGD,10/29/04,checked,P5_001,_01,SLGD19041029P5_001
SLGD_1904_10_29_P5_001_02,.txt,FALSE,SIGHS AND ECHOES OF THE EXPOSITION,29,10,1904,SLGD,10/29/04,checked,P5_001,_02,SLGD19041029P5_001
SLPD_1904_10_29_P1_001,.txt,NA,GEISHA GIRLS TO TESTIFY,29,10,1904,SLPD,10/29/04,,P1_001,NA,SLPD19041029P1_001
SLPD_1904_10_29_P2_001,.txt,NA,FIRE IMPERILS GUESTS OF HOTEL,29,10,1904,SLPD,10/29/04,,P2_001,NA,SLPD19041029P2_001
SLPD_1904_10_29_P2_002,.txt,NA,WON COLLEGE BELL AND COLLEGE BELLE,29,10,1904,SLPD,10/29/04,,P2_002,NA,SLPD19041029P2_002
TSLR_1904_10_29_P5_001,.txt,NA,HIS CONFIDENCE WAS MISPLACED,29,10,1904,TSLR,10/29/04,,P5_001,NA,TSLR19041029P5_001
TSLR_1904_10_29_P5_002,.txt,NA,WON'T DEPART UNTIL THEY GET MEDALS,29,10,1904,TSLR,10/29/04,,P5_002,NA,TSLR19041029P5_002
TSLR_1904_10_29_P5_003_01,.txt,TRUE,WONDERFUL EYE-OPENING,29,10,1904,TSLR,10/29/04,checked,P5_003,_01,TSLR19041029P5_003
TSLR_1904_10_29_P5_003_02,.txt,FALSE,WONDERFUL EYE-OPENING,29,10,1904,TSLR,10/29/04,checked,P5_003,_02,TSLR19041029P5_003
TSLR_1904_10_29_P5_003_03,.txt,FALSE,WONDERFUL EYE-OPENING,29,10,1904,TSLR,10/29/04,checked,P5_003,_03,TSLR19041029P5_003
SLGD_1904_11_12_P1_001_01,.txt,TRUE,WIRELESS TEST PROVES A SUCCESS: MESSAGES TO A BALLOON,12,11,1904,SLGD,11/12/04,checked,P1_001,_01,SLGD19041112P1_001
SLGD_1904_11_12_P1_001_02,.txt,FALSE,WIRELESS TEST PROVES A SUCCESS: MESSAGES TO A BALLOON,12,11,1904,SLGD,11/12/04,checked,P1_001,_02,SLGD19041112P1_001
SLGD_1904_11_12_P1_001_03,.txt,FALSE,WIRELESS TEST PROVES A SUCCESS: MESSAGES TO A BALLOON,12,11,1904,SLGD,11/12/04,checked,P1_001,_03,SLGD19041112P1_001
SLGD_1904_11_12_P9_001,.txt,NA,BOER WAR FIGHTER SLAIN BY FAIR GUARDS,12,11,1904,SLGD,11/12/04,,P9_001,NA,SLGD19041112P9_001
SLPD_1904_11_12_P3_001,.txt,NA,BOER WAR FIGHTER KILLED BY GUARD,12,11,1904,SLPD,11/12/04,,P3_001,NA,SLPD19041112P3_001
SLPD_1904_11_12_P5_001,.txt,NA,TWENTY-FIVE YEARS FROM TODAY IN ST. LOUIS,12,11,1904,SLPD,11/12/04,,P5_001,NA,SLPD19041112P5_001
SLPD_1904_11_12_P10_001,.txt,NA,PRESIDENT ASKS QUIET FAIR VISIT,12,11,1904,SLPD,11/12/04,,P10_001,NA,SLPD19041112P10_001
TSLR_1904_11_12_P4_001,.txt,NA,WILD WEST SHOW AT WORLD'S FAIR,12,11,1904,TSLR,11/12/04,,P4_001,NA,TSLR19041112P4_001
TSLR_1904_11_12_P14_001,.txt,NA,IGORROTES WANTED TO SEE PIKE BY GASLIGHT,12,11,1904,TSLR,11/12/04,,P14_001,NA,TSLR19041112P14_001
TSLR_1904_11_12_P14_002,.txt,NA,M'CORMICK VISITS THE WORLD'S FAIR,12,11,1904,TSLR,11/12/04,,P14_002,NA,TSLR19041112P14_002
SLGD_1904_11_26_P1_001_01,.txt,TRUE,"ROOSEVELT REACHES ST. LOUIS AHEAD OF THE EXPECTED TIME, ARRIVING EARLY THIS MORNING",26,11,1904,SLGD,11/26/04,checked,P1_001,_01,SLGD19041126P1_001
SLGD_1904_11_26_P1_001_02,.txt,FALSE,"ROOSEVELT REACHES ST. LOUIS AHEAD OF THE EXPECTED TIME, ARRIVING EARLY THIS MORNING",26,11,1904,SLGD,11/26/04,checked,P1_001,_02,SLGD19041126P1_001
SLGD_1904_11_26_P1_001_03,.txt,FALSE,"ROOSEVELT REACHES ST. LOUIS AHEAD OF THE EXPECTED TIME, ARRIVING EARLY THIS MORNING",26,11,1904,SLGD,11/26/04,checked,P1_001,_03,SLGD19041126P1_001
SLGD_1904_11_26_P1_001_04,.txt,FALSE,"ROOSEVELT REACHES ST. LOUIS AHEAD OF THE EXPECTED TIME, ARRIVING EARLY THIS MORNING",26,11,1904,SLGD,11/26/04,checked,P1_001,_04,SLGD19041126P1_001
SLGD_1904_11_26_P1_001_05,.txt,FALSE,"ROOSEVELT REACHES ST. LOUIS AHEAD OF THE EXPECTED TIME, ARRIVING EARLY THIS MORNING",26,11,1904,SLGD,11/26/04,checked,P1_001,_05,SLGD19041126P1_001
