doc_id,file_format,first_page_indicator,title,day,month,year,newspaper_id,article_date,multipage_article,page_id,multipage_id,article_id
TSLR_1904_07_09_P9_002,.txt,NA,CHANGES MADE IN DIVISION OF WORKS,9,7,1904,TSLR,7/9/04,,P9_002,NA,TSLR19040709P9_002
TSLR_1904_07_09_P10_001,.txt,NA,WORLD'S FAIR TO GET CHEAPER WATER,9,7,1904,TSLR,7/9/04,,P10_001,NA,TSLR19040709P10_001
SLGD_1904_07_23_P2_003,.txt,NA,TO DISCUSS LABOR SITUATION AT THE FAIR,23,7,1904,SLGD,7/23/04,,P2_003,NA,SLGD19040723P2_003
TSLR_1904_07_23_P9_004,.txt,NA,NOTES OF HAPPENINGS AT THE WORLD'S FAIR,23,7,1904,TSLR,7/23/04,,P9_004,NA,TSLR19040723P9_004
SLGD_1904_08_06_P3_003,.txt,NA,PYGMIES GREET VERNER,6,8,1904,SLGD,8/6/04,,P3_003,NA,SLGD19040806P3_003
SLGD_1904_08_06_P3_004,.txt,NA,WORLD'S FAIR NOTES,6,8,1904,SLGD,8/6/04,,P3_004,NA,SLGD19040806P3_004
SLPD_1904_08_06_P1_001,.txt,NA,"ST. LOUIS DAY AT THE FAIR, SEPTEMBER, 15, TO SURPASS ALL PREVIOUS RECORDS",6,8,1904,SLPD,8/6/04,,P1_001,NA,SLPD19040806P1_001
SLPD_1904_08_06_P2_004,.txt,NA,WORLD'S FAIR GIFTS DRAW GREAT CROWDS,6,8,1904,SLPD,8/6/04,,P2_004,NA,SLPD19040806P2_004
TSLR_1904_08_06_P9_003,.txt,NA,MISSISSIPPI DAY PLANS,6,8,1904,TSLR,8/6/04,,P9_003,NA,TSLR19040806P9_003
TSLR_1904_08_06_P9_004,.txt,NA,EXHIBIT INTERESTED FRANCIS,6,8,1904,TSLR,8/6/04,,P9_004,NA,TSLR19040806P9_004
TSLR_1904_08_06_P9_005,.txt,NA,PYGMIES ARE APT IMITATORS,6,8,1904,TSLR,8/6/04,,P9_005,NA,TSLR19040806P9_005
TSLR_1904_08_06_P9_006,.txt,NA,HALF HOLIDAY FOR WHOLESALE HOUSES,6,8,1904,TSLR,8/6/04,,P9_006,NA,TSLR19040806P9_006
TSLR_1904_08_06_P9_007,.txt,NA,HUNDRED FILIPINO STUDENTS ARRIVE,6,8,1904,TSLR,8/6/04,,P9_007,NA,TSLR19040806P9_007
TSLR_1904_08_06_P9_008,.txt,NA,NOTES OF HAPPENINGS AT THE WORLD'S FAIR,6,8,1904,TSLR,8/6/04,,P9_008,NA,TSLR19040806P9_008
TSLR_1904_08_06_P9_009,.txt,NA,ARE TEACHING EACH OTHER: COCOPA INDIANS AND PATAGONIANS BECOMING FAST FRIENDS,6,8,1904,TSLR,8/6/04,,P9_009,NA,TSLR19040806P9_009
TSLR_1904_08_06_P9_010,.txt,NA,"CUTS $40,000 OFF PAYROLL",6,8,1904,TSLR,8/6/04,,P9_010,NA,TSLR19040806P9_010
TSLR_1904_08_06_P10_001,.txt,NA,INDIANS FOND OF PHOTOGRAPHS,6,8,1904,TSLR,8/6/04,,P10_001,NA,TSLR19040806P10_001
SLGD_1904_08_20_P3_002_01,.txt,TRUE,THE WORLD'S FAIR AS A WOMAN SEES IT,20,8,1904,SLGD,8/20/04,checked,P3_002,_01,SLGD19040820P3_002
SLGD_1904_08_20_P3_002_02,.txt,FALSE,THE WORLD'S FAIR AS A WOMAN SEES IT,20,8,1904,SLGD,8/20/04,checked,P3_002,_02,SLGD19040820P3_002
SLGD_1904_08_20_P3_003,.txt,NA,AN EXPERT'S NOTES ON WORLD'S FAIR PICTURES,20,8,1904,SLGD,8/20/04,,P3_003,NA,SLGD19040820P3_003
SLGD_1904_08_20_P3_004,.txt,NA,CHINESE ATTEMPT TO ESCAPE FROM EXPOSITION GROUNDS,20,8,1904,SLGD,8/20/04,,P3_004,NA,SLGD19040820P3_004
SLGD_1904_08_20_P3_005,.txt,NA,PUPILS REFUSE TO ATTEND PHILIPPINE MODEL SCHOOL,20,8,1904,SLGD,8/20/04,,P3_005,NA,SLGD19040820P3_005
SLGD_1904_09_03_P4_003,.txt,NA,RIVALRY FOR OFFICES,3,9,1904,SLGD,9/3/04,,P4_003,NA,SLGD19040903P4_003
TSLR_1904_09_03_P9_004,.txt,NA,TEST OF SKILL FOR WATERMELONS,3,9,1904,TSLR,9/3/04,,P9_004,NA,TSLR19040903P9_004
SLPD_1904_09_12_P1_001_01,.txt,TRUE,WORLD PEACE PARLIAMENT AT FAIR A BABEL,12,9,1904,SLPD,9/12/04,checked,P1_001,_01,SLPD19040912P1_001
SLPD_1904_09_12_P1_001_02,.txt,FALSE,WORLD PEACE PARLIAMENT AT FAIR A BABEL,12,9,1904,SLPD,9/12/04,checked,P1_001,_02,SLPD19040912P1_001
TSLR_1904_09_12_P5_001,.txt,NA,TWENTY-FIVE TO BE CUT OFF PAY ROLL,12,9,1904,TSLR,9/12/04,,P5_001,NA,TSLR19040912P5_001
SLGD_1904_09_17_P2_003,.txt,NA,HISTORICAL MAPS AT THE WORLD'S FAIR,17,9,1904,SLGD,9/17/04,,P2_003,NA,SLGD19040917P2_003
SLGD_1904_09_17_P2_004,.txt,NA,MEXICAN VETERANS ARE TEXAS' GUESTS,17,9,1904,SLGD,9/17/04,,P2_004,NA,SLGD19040917P2_004
SLGD_1904_09_17_P2_005,.txt,NA,MEXICO CELEBRATES INDEPENDENCE DAY,17,9,1904,SLGD,9/17/04,,P2_005,NA,SLGD19040917P2_005
SLGD_1904_09_17_P2_006,.txt,NA,GERMANIC CONGRESS OPENS AT EXPOSITION,17,9,1904,SLGD,9/17/04,,P2_006,NA,SLGD19040917P2_006
TSLR_1904_09_17_P9_002_01,.txt,TRUE,PRIZES AWARED AT CATTLE SHOW TODAY,17,9,1904,TSLR,9/17/04,checked,P9_002,_01,TSLR19040917P9_002
TSLR_1904_09_17_P9_002_02,.txt,FALSE,PRIZES AWARED AT CATTLE SHOW TODAY,17,9,1904,TSLR,9/17/04,checked,P9_002,_02,TSLR19040917P9_002
SLGD_1904_10_15_P2_003,.txt,NA,HENRY GASSAWAY DAVIS' DAUGHTER VISITS FAIR,15,10,1904,SLGD,10/15/04,,P2_003,NA,SLGD19041015P2_003
SLGD_1904_10_15_P2_004,.txt,NA,PORTLAND EXPOSITION AVOIDS LABOR TROUBLE,15,10,1904,SLGD,10/15/04,,P2_004,NA,SLGD19041015P2_004
SLGD_1904_10_15_P2_005,.txt,NA,IGORROTE AND MORO FIGHT,15,10,1904,SLGD,10/15/04,,P2_005,NA,SLGD19041015P2_005
SLGD_1904_10_15_P2_006_01,.txt,TRUE,AN EXPERT NOTE'S ON WORLD'S FAIR PICTURES,15,10,1904,SLGD,10/15/04,checked,P2_006,_01,SLGD19041015P2_006
SLGD_1904_10_15_P2_006_02,.txt,FALSE,AN EXPERT NOTE'S ON WORLD'S FAIR PICTURES,15,10,1904,SLGD,10/15/04,checked,P2_006,_02,SLGD19041015P2_006
SLPD_1904_10_15_P4_001,.txt,NA,"""IN THEIR DETERMINATION TO SEND BACK THE GEISHA GIRLS...""",15,10,1904,SLPD,10/15/04,,P4_001,NA,SLPD19041015P4_001
TSLR_1904_10_15_P1_001,.txt,NA,"WAITER FINDS AND RETURNS $1,500",15,10,1904,TSLR,10/15/04,,P1_001,NA,TSLR19041015P1_001
SLGD_1904_10_25_P4_001,.txt,NA,EMPLOYES LEAVE POSTS TO ENJOY THEMSELVES,25,10,1904,SLGD,10/25/04,,P4_001,NA,SLGD19041025P4_001
SLGD_1904_10_25_P5_001_01,.txt,TRUE,SIGHTS AND ECHOES OF THE EXPOSITION,25,10,1904,SLGD,10/25/04,checked,P5_001,_01,SLGD19041025P5_001
SLGD_1904_10_25_P5_001_02,.txt,FALSE,SIGHTS AND ECHOES OF THE EXPOSITION,25,10,1904,SLGD,10/25/04,checked,P5_001,_02,SLGD19041025P5_001
SLGD_1904_10_25_P5_001_03,.txt,FALSE,SIGHTS AND ECHOES OF THE EXPOSITION,25,10,1904,SLGD,10/25/04,checked,P5_001,_03,SLGD19041025P5_001
SLGD_1904_10_25_P5_001_04,.txt,FALSE,SIGHTS AND ECHOES OF THE EXPOSITION,25,10,1904,SLGD,10/25/04,checked,P5_001,_04,SLGD19041025P5_001
SLPD_1904_10_25_P1_001_01,.txt,TRUE,BALDWIN'S MONSTER AIRSHIP WITH OPERATOR KNABENSHUE SAILS OVER WORLD'S FAIR AND CITY,25,10,1904,SLPD,10/25/04,checked,P1_001,_01,SLPD19041025P1_001
SLPD_1904_10_25_P1_001_02,.txt,FALSE,BALDWIN'S MONSTER AIRSHIP WITH OPERATOR KNABENSHUE SAILS OVER WORLD'S FAIR AND CITY,25,10,1904,SLPD,10/25/04,checked,P1_001,_02,SLPD19041025P1_001
SLPD_1904_10_25_P1_001_03,.txt,FALSE,BALDWIN'S MONSTER AIRSHIP WITH OPERATOR KNABENSHUE SAILS OVER WORLD'S FAIR AND CITY,25,10,1904,SLPD,10/25/04,checked,P1_001,_03,SLPD19041025P1_001
TSLR_1904_10_25_P5_001,.txt,NA,FRANCE RECEIVES 750 GRAND PRIZES,25,10,1904,TSLR,10/25/04,,P5_001,NA,TSLR19041025P5_001
TSLR_1904_10_25_P5_002,.txt,NA,AMERICAN DAY AT EXPOSITION,25,10,1904,TSLR,10/25/04,,P5_002,NA,TSLR19041025P5_002
TSLR_1904_10_25_P7_001,.txt,NA,IMPERIAL HONORS TO FAIR OFFICIALS,25,10,1904,TSLR,10/25/04,,P7_001,NA,TSLR19041025P7_001
TSLR_1904_10_25_P7_002,.txt,NA,EXHIBITORS WANT EXPLICIT MEDALS,25,10,1904,TSLR,10/25/04,,P7_002,NA,TSLR19041025P7_002
SLGD_1904_10_29_P5_002,.txt,NA,VARSITY DAY AT FAIR,29,10,1904,SLGD,10/29/04,,P5_002,NA,SLGD19041029P5_002
SLGD_1904_11_08_P12_001,.txt,NA,THE WORLD'S FAIR AS A WOMAN SEES IT,8,11,1904,SLGD,11/8/04,,P12_001,NA,SLGD19041108P12_001
SLGD_1904_11_08_P13_001,.txt,NA,IGORROTES CLAMOR TO VOTE FOR PRESIDENT,8,11,1904,SLGD,11/8/04,,P13_001,NA,SLGD19041108P13_001
SLPD_1904_11_08_P2_001,.txt,NA,AIRSHIP FLIGHT STILL IN FUTURE,8,11,1904,SLPD,11/8/04,,P2_001,NA,SLPD19041108P2_001
SLGD_1904_11_12_P9_002,.txt,NA,THE WORLD'S FAIR AS A WOMAN SEES IT,12,11,1904,SLGD,11/12/04,,P9_002,NA,SLGD19041112P9_002
SLPD_1904_11_12_P1_001,.txt,NA,LADY MANAGERS' SECRET OUT,12,11,1904,SLPD,11/12/04,,P1_001,NA,SLPD19041112P1_001
TSLR_1904_11_12_P4_002,.txt,NA,CROWDS EXPECTED AT FAIR TODAY,12,11,1904,TSLR,11/12/04,,P4_002,NA,TSLR19041112P4_002
SLPD_1904_11_26_P8_001,.txt,NA,ARMED FARMER ARRESTED AT FAIR,26,11,1904,SLPD,11/26/04,,P8_001,NA,SLPD19041126P8_001
SLGD_1904_12_01_P2_003,.txt,NA,WHOLE EXHIBITS GIVEN FOR ST. LOUIS MUSEUM: LATIN-AMERICAN COUNTRIES HAVE SHOWN A MOST LIBERAL SPIRIT,1,12,1904,SLGD,12/1/04,,P2_003,NA,SLGD19041201P2_003
SLGD_1904_12_01_P2_004,.txt,NA,FAIR FREE TO POOR ON FRANCIS DAY,1,12,1904,SLGD,12/1/04,,P2_004,NA,SLGD19041201P2_004
SLGD_1904_12_01_P2_005,.txt,NA,LID OF THE PIKE IS PUT ON TIGHT,1,12,1904,SLGD,12/1/04,,P2_005,NA,SLGD19041201P2_005
SLGD_1904_12_01_P2_006,.txt,NA,NO VANDALISM AT LAST NIGHT OF WORLD'S FAIR,1,12,1904,SLGD,12/1/04,,P2_006,NA,SLGD19041201P2_006
SLPD_1904_12_01_P2_001,.txt,NA,SOLDIERS WILL AID IN PREVENTING VANDALISM,1,12,1904,SLPD,12/1/04,,P2_001,NA,SLPD19041201P2_001
SLPD_1904_12_01_P2_003,.txt,NA,SILVER SERVICES FOR FRANCIS AND THOMPSON,1,12,1904,SLPD,12/1/04,,P2_003,NA,SLPD19041201P2_003
TSLR_1904_12_01_P3_002,.txt,NA,DEAF-MUTES GRATEFUL FOR DAY AT THE FAIR,1,12,1904,TSLR,12/1/04,,P3_002,NA,TSLR19041201P3_002
TSLR_1904_12_01_P3_003,.txt,NA,GIRLS PREVENT FIRE AT THE FAIR,1,12,1904,TSLR,12/1/04,,P3_003,NA,TSLR19041201P3_003
TSLR_1904_12_01_P3_004,.txt,NA,ITALIAN EXHIBITORS ENTERTAINED AT BANQUET,1,12,1904,TSLR,12/1/04,,P3_004,NA,TSLR19041201P3_004
SLGD_1904_04_30_P1_001_01,.txt,TRUE,GREATEST WORLD'S FAIR OPENS ITS GATES TO-DAY,30,4,1904,SLGD,4/30/04,checked,P1_001,_01,SLGD19040430P1_001
SLGD_1904_04_30_P1_001_02,.txt,FALSE,GREATEST WORLD'S FAIR OPENS ITS GATES TO-DAY,30,4,1904,SLGD,4/30/04,checked,P1_001,_02,SLGD19040430P1_001
SLGD_1904_04_30_P1_001_03,.txt,FALSE,GREATEST WORLD'S FAIR OPENS ITS GATES TO-DAY,30,4,1904,SLGD,4/30/04,checked,P1_001,_03,SLGD19040430P1_001
SLGD_1904_04_30_P1_001_04,.txt,FALSE,GREATEST WORLD'S FAIR OPENS ITS GATES TO-DAY,30,4,1904,SLGD,4/30/04,checked,P1_001,_04,SLGD19040430P1_001
SLGD_1904_04_30_P1_001_05,.txt,FALSE,GREATEST WORLD'S FAIR OPENS ITS GATES TO-DAY,30,4,1904,SLGD,4/30/04,checked,P1_001,_05,SLGD19040430P1_001
SLGD_1904_04_30_P1_001_06,.txt,FALSE,GREATEST WORLD'S FAIR OPENS ITS GATES TO-DAY,30,4,1904,SLGD,4/30/04,checked,P1_001,_06,SLGD19040430P1_001
SLGD_1904_04_30_P2_001,.txt,NA,FAIR IS SWEPT CLEAN,30,4,1904,SLGD,4/30/04,,P2_001,NA,SLGD19040430P2_001
SLPD_1904_04_30_P4_001,.txt,NA,CALVARY FOR THE SENATORS,30,4,1904,SLPD,4/30/04,,P4_001,NA,SLPD19040430P4_001
SLPD_1904_04_30_P4_002_01,.txt,TRUE,HYMN OF THE WEST,30,4,1904,SLPD,4/30/04,checked,P4_002,_01,SLPD19040430P4_002
SLPD_1904_04_30_P4_002_02,.txt,FALSE,HYMN OF THE WEST,30,4,1904,SLPD,4/30/04,checked,P4_002,_02,SLPD19040430P4_002
SLPD_1904_04_30_P4_003_01,.txt,TRUE,WHAT PROMINENT VISITORS HAVE TO SAY ABOUT THE FAIR,30,4,1904,SLPD,4/30/04,checked,P4_003,_01,SLPD19040430P4_003
SLPD_1904_04_30_P4_003_02,.txt,FALSE,WHAT PROMINENT VISITORS HAVE TO SAY ABOUT THE FAIR,30,4,1904,SLPD,4/30/04,checked,P4_003,_02,SLPD19040430P4_003
SLPD_1904_04_30_P4_003_03,.txt,FALSE,WHAT PROMINENT VISITORS HAVE TO SAY ABOUT THE FAIR,30,4,1904,SLPD,4/30/04,checked,P4_003,_03,SLPD19040430P4_003
SLPD_1904_04_30_P4_003_04,.txt,FALSE,WHAT PROMINENT VISITORS HAVE TO SAY ABOUT THE FAIR,30,4,1904,SLPD,4/30/04,checked,P4_003,_04,SLPD19040430P4_003
SLPD_1904_04_30_P4_003_05,.txt,FALSE,WHAT PROMINENT VISITORS HAVE TO SAY ABOUT THE FAIR,30,4,1904,SLPD,4/30/04,checked,P4_003,_05,SLPD19040430P4_003
TSLR_1904_04_30_P1_001_01,.txt,TRUE,DETAILS OF CEREMONIES FOR THE FAIR OPENING,30,4,1904,TSLR,4/30/04,checked,P1_001,_01,TSLR19040430P1_001
TSLR_1904_04_30_P1_001_02,.txt,FALSE,DETAILS OF CEREMONIES FOR THE FAIR OPENING,30,4,1904,TSLR,4/30/04,checked,P1_001,_02,TSLR19040430P1_001
TSLR_1904_04_30_P1_001_03,.txt,FALSE,DETAILS OF CEREMONIES FOR THE FAIR OPENING,30,4,1904,TSLR,4/30/04,checked,P1_001,_03,TSLR19040430P1_001
TSLR_1904_04_30_P1_001_04,.txt,FALSE,DETAILS OF CEREMONIES FOR THE FAIR OPENING,30,4,1904,TSLR,4/30/04,checked,P1_001,_04,TSLR19040430P1_001
TSLR_1904_04_30_P1_001_05,.txt,FALSE,DETAILS OF CEREMONIES FOR THE FAIR OPENING,30,4,1904,TSLR,4/30/04,checked,P1_001,_05,TSLR19040430P1_001
TSLR_1904_04_30_P1_002_01,.txt,TRUE,HOW TO REACH WORLD'S FAIR BY STREET CARS AND TRAINS,30,4,1904,TSLR,4/30/04,checked,P1_002,_01,TSLR19040430P1_002
TSLR_1904_04_30_P1_002_02,.txt,FALSE,HOW TO REACH WORLD'S FAIR BY STREET CARS AND TRAINS,30,4,1904,TSLR,4/30/04,checked,P1_002,_02,TSLR19040430P1_002
TSLR_1904_04_30_P1_002_03,.txt,FALSE,HOW TO REACH WORLD'S FAIR BY STREET CARS AND TRAINS,30,4,1904,TSLR,4/30/04,checked,P1_002,_03,TSLR19040430P1_002
TSLR_1904_04_30_P1_002_04,.txt,FALSE,HOW TO REACH WORLD'S FAIR BY STREET CARS AND TRAINS,30,4,1904,TSLR,4/30/04,checked,P1_002,_04,TSLR19040430P1_002
TSLR_1904_04_30_P1_003,.txt,NA,"POMP, PAGEANTRY AND ELOQUENCE  WILL MARK OPENING OF FAIR",30,4,1904,TSLR,4/30/04,,P1_003,NA,TSLR19040430P1_003
SLGD_1904_05_14_P3_001_01,.txt,TRUE,SIGHTS AND ECHOES OF THE EXPOSITION,14,5,1904,SLGD,5/14/04,checked,P3_001,_01,SLGD19040514P3_001
SLGD_1904_05_14_P3_001_02,.txt,FALSE,SIGHTS AND ECHOES OF THE EXPOSITION,14,5,1904,SLGD,5/14/04,checked,P3_001,_02,SLGD19040514P3_001
SLGD_1904_05_14_P3_003_01,.txt,TRUE,"GERMANY OPENS EDUCATIONAL EXHIBIT, SHOWING MODEL WORK OF ITS GOVERNMENT",14,5,1904,SLGD,5/14/04,checked,P3_003,_01,SLGD19040514P3_003
SLGD_1904_05_14_P3_003_02,.txt,FALSE,"GERMANY OPENS EDUCATIONAL EXHIBIT, SHOWING MODEL WORK OF ITS GOVERNMENT",14,5,1904,SLGD,5/14/04,checked,P3_003,_02,SLGD19040514P3_003
SLGD_1904_05_14_P3_003_03,.txt,FALSE,"GERMANY OPENS EDUCATIONAL EXHIBIT, SHOWING MODEL WORK OF ITS GOVERNMENT",14,5,1904,SLGD,5/14/04,checked,P3_003,_03,SLGD19040514P3_003
SLGD_1904_05_14_P3_003_04,.txt,FALSE,"GERMANY OPENS EDUCATIONAL EXHIBIT, SHOWING MODEL WORK OF ITS GOVERNMENT",14,5,1904,SLGD,5/14/04,checked,P3_003,_04,SLGD19040514P3_003
SLPD_1904_05_14_P1_001_01,.txt,TRUE,ORPHAN GIRLS DEDICATE BELGIAN PAVILION WITH ROSES AND CARNATIONS,14,5,1904,SLPD,5/14/04,checked,P1_001,_01,SLPD19040514P1_001
SLPD_1904_05_14_P1_001_02,.txt,FALSE,ORPHAN GIRLS DEDICATE BELGIAN PAVILION WITH ROSES AND CARNATIONS,14,5,1904,SLPD,5/14/04,checked,P1_001,_02,SLPD19040514P1_001
SLPD_1904_05_14_P1_001_03,.txt,FALSE,ORPHAN GIRLS DEDICATE BELGIAN PAVILION WITH ROSES AND CARNATIONS,14,5,1904,SLPD,5/14/04,checked,P1_001,_03,SLPD19040514P1_001
SLPD_1904_05_14_P2_002,.txt,NA,FUNNY SIDE OF THE FAIR,14,5,1904,SLPD,5/14/04,,P2_002,NA,SLPD19040514P2_002
SLPD_1904_05_14_P2_004,.txt,NA,FAIR A MAGNET FOR ALL EUROPE,14,5,1904,SLPD,5/14/04,,P2_004,NA,SLPD19040514P2_004
TSLR_1904_05_14_P3_002,.txt,NA,FACTS ABOUT SAVAGES AT THE WORLD'S FAIR,14,5,1904,TSLR,5/14/04,,P3_002,NA,TSLR19040514P3_002
TSLR_1904_05_14_P3_003,.txt,NA,CIVIC IMPROVEMENT CONVENTIONS FOR FAIR,14,5,1904,TSLR,5/14/04,,P3_003,NA,TSLR19040514P3_003
TSLR_1904_05_14_P9_001_01,.txt,TRUE,FEATURES OF THE WORLD'S FAIR: STUDYING THE INDIANS,14,5,1904,TSLR,5/14/04,checked,P9_001,_01,TSLR19040514P9_001
TSLR_1904_05_14_P9_001_02,.txt,FALSE,FEATURES OF THE WORLD'S FAIR: STUDYING THE INDIANS,14,5,1904,TSLR,5/14/04,checked,P9_001,_02,TSLR19040514P9_001
TSLR_1904_05_14_P9_001_03,.txt,FALSE,FEATURES OF THE WORLD'S FAIR: STUDYING THE INDIANS,14,5,1904,TSLR,5/14/04,checked,P9_001,_03,TSLR19040514P9_001
SLGD_1904_05_28_P2_001,.txt,NA,MRS. WALTON PRESIDES OVER THE MISSISSIPPI BUILDING,28,5,1904,SLGD,5/28/04,,P2_001,NA,SLGD19040528P2_001
SLGD_1904_05_28_P3_001_01,.txt,TRUE,SIGHTS AND ECHOES OF THE EXPOSITION,28,5,1904,SLGD,5/28/04,checked,P3_001,_01,SLGD19040528P3_001
SLGD_1904_05_28_P3_001_02,.txt,FALSE,SIGHTS AND ECHOES OF THE EXPOSITION,28,5,1904,SLGD,5/28/04,checked,P3_001,_02,SLGD19040528P3_001
SLGD_1904_05_28_P3_001_03,.txt,FALSE,SIGHTS AND ECHOES OF THE EXPOSITION,28,5,1904,SLGD,5/28/04,checked,P3_001,_03,SLGD19040528P3_001
SLGD_1904_05_28_P3_001_04,.txt,FALSE,SIGHTS AND ECHOES OF THE EXPOSITION,28,5,1904,SLGD,5/28/04,checked,P3_001,_04,SLGD19040528P3_001
SLPD_1904_05_28_P9_001,.txt,NA,WORLD'S FAIR ROMANCES,28,5,1904,SLPD,5/28/04,,P9_001,NA,SLPD19040528P9_001
SLPD_1904_05_28_P9_002,.txt,NA,SCHLEY IS DELUGED WITH INVITATIONS,28,5,1904,SLPD,5/28/04,,P9_002,NA,SLPD19040528P9_002
SLPD_1904_05_28_P9_003,.txt,NA,HOLLAND PAVILION OPEN TO VISITORS,28,5,1904,SLPD,5/28/04,,P9_003,NA,SLPD19040528P9_003
TSLR_1904_05_28_P1_001_01,.txt,TRUE,MISS ROOSEVELT LEADS PARTY ON TOUR OF FAIR,28,5,1904,TSLR,5/28/04,checked,P1_001,_01,TSLR19040528P1_001
TSLR_1904_05_28_P1_001_02,.txt,FALSE,MISS ROOSEVELT LEADS PARTY ON TOUR OF FAIR,28,5,1904,TSLR,5/28/04,checked,P1_001,_02,TSLR19040528P1_001
TSLR_1904_05_28_P1_001_03,.txt,FALSE,MISS ROOSEVELT LEADS PARTY ON TOUR OF FAIR,28,5,1904,TSLR,5/28/04,checked,P1_001,_03,TSLR19040528P1_001
TSLR_1904_05_28_P1_001_04,.txt,FALSE,MISS ROOSEVELT LEADS PARTY ON TOUR OF FAIR,28,5,1904,TSLR,5/28/04,checked,P1_001,_04,TSLR19040528P1_001
TSLR_1904_05_28_P1_001_05,.txt,FALSE,MISS ROOSEVELT LEADS PARTY ON TOUR OF FAIR,28,5,1904,TSLR,5/28/04,checked,P1_001,_05,TSLR19040528P1_001
TSLR_1904_05_28_P7_001_01,.txt,TRUE,RUSH TO ALASKAN GOLD FIELDS REPRODUCED ON THE PIKE,28,5,1904,TSLR,5/28/04,checked,P7_001,_01,TSLR19040528P7_001
TSLR_1904_05_28_P7_001_02,.txt,FALSE,RUSH TO ALASKAN GOLD FIELDS REPRODUCED ON THE PIKE,28,5,1904,TSLR,5/28/04,checked,P7_001,_02,TSLR19040528P7_001
TSLR_1904_05_28_P7_001_03,.txt,FALSE,RUSH TO ALASKAN GOLD FIELDS REPRODUCED ON THE PIKE,28,5,1904,TSLR,5/28/04,checked,P7_001,_03,TSLR19040528P7_001
TSLR_1904_05_28_P7_001_04,.txt,FALSE,RUSH TO ALASKAN GOLD FIELDS REPRODUCED ON THE PIKE,28,5,1904,TSLR,5/28/04,checked,P7_001,_04,TSLR19040528P7_001
TSLR_1904_05_28_P7_002_01,.txt,TRUE,SIBERIAN RAILWAY JOURNEY A FEATURE OF THE PIKE,28,5,1904,TSLR,5/28/04,checked,P7_002,_01,TSLR19040528P7_002
TSLR_1904_05_28_P7_002_02,.txt,FALSE,SIBERIAN RAILWAY JOURNEY A FEATURE OF THE PIKE,28,5,1904,TSLR,5/28/04,checked,P7_002,_02,TSLR19040528P7_002
TSLR_1904_05_28_P7_002_03,.txt,FALSE,SIBERIAN RAILWAY JOURNEY A FEATURE OF THE PIKE,28,5,1904,TSLR,5/28/04,checked,P7_002,_03,TSLR19040528P7_002
SLGD_1904_06_11_P2_001_01,.txt,TRUE,SIGHTS AND ECHOES OF THE EXPOSITION,11,6,1904,SLGD,6/11/04,checked,P2_001,_01,SLGD19040611P2_001
SLGD_1904_06_11_P2_001_02,.txt,FALSE,SIGHTS AND ECHOES OF THE EXPOSITION,11,6,1904,SLGD,6/11/04,checked,P2_001,_02,SLGD19040611P2_001
SLGD_1904_06_11_P2_002,.txt,NA,THE WORLD'S FAIR AS A WOMAN SEES IT,11,6,1904,SLGD,6/11/04,,P2_002,NA,SLGD19040611P2_002
SLPD_1904_06_11_P1_001,.txt,NA,SUNBURST STOLEN FROM HER COLLAR,11,6,1904,SLPD,6/11/04,,P1_001,NA,SLPD19040611P1_001
SLPD_1904_06_11_P1_002_01,.txt,TRUE,WIRELESS TELEGRAPHY FLASHES WORLD'S FAIR NEWS DIRECT TO THE POST-DISPATCH,11,6,1904,SLPD,6/11/04,checked,P1_002,_01,SLPD19040611P1_002
SLPD_1904_06_11_P1_002_02,.txt,FALSE,WIRELESS TELEGRAPHY FLASHES WORLD'S FAIR NEWS DIRECT TO THE POST-DISPATCH,11,6,1904,SLPD,6/11/04,checked,P1_002,_02,SLPD19040611P1_002
SLPD_1904_06_11_P1_002_03,.txt,FALSE,WIRELESS TELEGRAPHY FLASHES WORLD'S FAIR NEWS DIRECT TO THE POST-DISPATCH,11,6,1904,SLPD,6/11/04,checked,P1_002,_03,SLPD19040611P1_002
SLPD_1904_06_11_P1_002_04,.txt,FALSE,WIRELESS TELEGRAPHY FLASHES WORLD'S FAIR NEWS DIRECT TO THE POST-DISPATCH,11,6,1904,SLPD,6/11/04,checked,P1_002,_04,SLPD19040611P1_002
SLPD_1904_06_11_P10_001_01,.txt,TRUE,EAST ST. LOUIS SENDS AN ARMY OF THOUSANDS TO THE FAIR TODAY,11,6,1904,SLPD,6/11/04,checked,P10_001,_01,SLPD19040611P10_001
SLPD_1904_06_11_P10_001_02,.txt,FALSE,EAST ST. LOUIS SENDS AN ARMY OF THOUSANDS TO THE FAIR TODAY,11,6,1904,SLPD,6/11/04,checked,P10_001,_02,SLPD19040611P10_001
TSLR_1904_06_11_P2_001,.txt,NA,DRUMMERS OBSERVE T.P.A. DAY AT FAIR,11,6,1904,TSLR,6/11/04,,P2_001,NA,TSLR19040611P2_001
TSLR_1904_06_11_P4_001_01,.txt,TRUE,HISTORIC INAUGURAL HANDICAP TO BE RUN AT THE FAIR GROUNDS ,11,6,1904,TSLR,6/11/04,checked,P4_001,_01,TSLR19040611P4_001
TSLR_1904_06_11_P4_001_02,.txt,FALSE,HISTORIC INAUGURAL HANDICAP TO BE RUN AT THE FAIR GROUNDS ,11,6,1904,TSLR,6/11/04,checked,P4_001,_02,TSLR19040611P4_001
