"","article","word","wordbefore","wordafter"
"12566","SLPD_1904_11_12_P3_001.txt","aug","concession","backhouse"
"12567","SLPD_1904_11_12_P3_001.txt","backhouse","aug","chriss"
"12568","SLPD_1904_11_12_P3_001.txt","xf","veteran","spanishamerican"
"12569","SLPD_1904_11_12_P3_001.txt","spanishamerican","xf","war"
"12570","SLPD_1904_11_12_P3_001.txt","brigadiergeneral","infantry","frederick"
"12571","SLPD_1904_11_12_P3_001.txt","funston","frederick","trust"
"12572","SLPD_1904_11_12_P3_001.txt","officecrs","companys","officers"
"12573","SLPD_1904_11_12_P3_001.txt","broadway","officers","savings"
"12574","SLPD_1904_11_12_P3_001.txt","captialized","trust","business"
"12575","SLPD_1904_11_12_P3_001.txt","andreon","president","vicepresident"
"12576","SLPD_1904_11_12_P3_001.txt","vicepresident","andreon","thomas"
"12577","SLPD_1904_11_12_P3_001.txt","jr","west","secretary"
"12578","SLPD_1904_11_12_P3_001.txt","fordyce","treasurer","polk"
"12579","SLPD_1904_11_12_P3_001.txt","polk","fordyce","counsel"
"12580","SLPD_1904_11_12_P3_001.txt","jr","west","andreon"
"12581","SLPD_1904_11_12_P3_001.txt","andreon","jr","joseph"
"12582","SLPD_1904_11_12_P3_001.txt","bascom","joseph","ben"
"12583","SLPD_1904_11_12_P3_001.txt","mec","thomas","wittrick"
"12584","SLPD_1904_11_12_P3_001.txt","wittrick","mec","fordyce"
"12585","SLPD_1904_11_12_P3_001.txt","fordyce","wittrick","jr"
"12586","SLPD_1904_11_12_P3_001.txt","jr","fordyce","henry"
"12587","SLPD_1904_11_12_P3_001.txt","haarstick","henry","charles"
"12588","SLPD_1904_11_12_P3_001.txt","cottril","george","george"
"12589","SLPD_1904_11_12_P3_001.txt","wiegand","george","jr"
"12590","SLPD_1904_11_12_P3_001.txt","jr","wiegand","mebride"
"12591","SLPD_1904_11_12_P3_001.txt","mebride","jr","charles"
"12592","SLPD_1904_11_12_P3_001.txt","polk","charles","pioneer"
"12593","SLPD_1904_11_12_P3_001.txt","portis","home","avenue"
"12594","SLPD_1904_11_12_P3_001.txt","artr","funeral","nremente"
"12595","SLPD_1904_11_12_P3_001.txt","nremente","artr","howe"
"12596","SLPD_1904_11_12_P3_001.txt","heen","vet","announced"
"12597","SLPD_1904_11_12_P5_001.txt","twentyfive","ho","joyful"
"12598","SLPD_1904_11_12_P5_001.txt","rom","joyful","postdispatch"
"12599","SLPD_1904_11_12_P5_001.txt","postdispatch","rom","nov"
"12600","SLPD_1904_11_12_P5_001.txt","nov","postdispatch","files"
"12601","SLPD_1904_11_12_P5_001.txt","ard","united","presidentelect"
"12602","SLPD_1904_11_12_P5_001.txt","presidentelect","ard","accepted"
"12603","SLPD_1904_11_12_P5_001.txt","qisplay","bring","celebrated"
"12604","SLPD_1904_11_12_P5_001.txt","baweg","whos","party"
"12605","SLPD_1904_11_12_P5_001.txt","fac","flourish","nations"
"12606","SLPD_1904_11_12_P5_001.txt","kceping","nations","constant"
"12607","SLPD_1904_11_12_P5_001.txt","ard","apprehension","curiosity"
"12608","SLPD_1904_11_12_P5_001.txt","kalter","mayor","aufschnitt"
"12609","SLPD_1904_11_12_P5_001.txt","aufschnitt","kalter","secretary"
"12610","SLPD_1904_11_12_P5_001.txt","finnan","secretary","haddle"
"12611","SLPD_1904_11_12_P5_001.txt","haddle","finnan","issued"
"12612","SLPD_1904_11_12_P5_001.txt","scudder","skyey","fate"
"12613","SLPD_1904_11_12_P5_001.txt","uterature","believes","harmful"
"12614","SLPD_1904_11_12_P5_001.txt","belleves","tolerated","perusal"
"12615","SLPD_1904_11_12_P5_001.txt","thesetoo","tales","founded"
"12616","SLPD_1904_11_12_P5_001.txt","factis","founded","ikely"
"12617","SLPD_1904_11_12_P5_001.txt","ikely","factis","lead"
"12618","SLPD_1904_11_12_P5_001.txt","raussmitt","police","heim"
"12619","SLPD_1904_11_12_P5_001.txt","heim","raussmitt","willie"
"12620","SLPD_1904_11_12_P5_001.txt","misinformed","misguided","youth"
"12621","SLPD_1904_11_12_P5_001.txt","sokum","judge","goode"
"12622","SLPD_1904_11_12_P5_001.txt","goode","sokum","morning"
"12623","SLPD_1904_11_12_P5_001.txt","postdispatch","column","date"
"12624","SLPD_1904_11_12_P5_001.txt","twentyfive","date","ago"
"12625","SLPD_1904_11_12_P5_001.txt","louls","ago","observe"
"12626","SLPD_1904_11_12_P5_001.txt","gwan","aw","means"
"12627","SLPD_1904_11_26_P3_001_01.txt","nov","mistake","missouri"
"12628","SLPD_1904_11_26_P3_001_01.txt","delightedly","missouri","terre"
"12629","SLPD_1904_11_26_P3_001_02.txt","terre","delightedly","haute"
"12630","SLPD_1904_11_26_P3_001_02.txt","haute","terre","ind"
"12631","SLPD_1904_11_26_P3_001_02.txt","ind","haute","nov"
"12632","SLPD_1904_11_26_P3_001_02.txt","nov","ind","roosevelts"
"12633","SLPD_1904_11_26_P3_001_02.txt","pittsburg","journey","elty"
"12634","SLPD_1904_11_26_P3_001_02.txt","elty","pittsburg","reached"
"12635","SLPD_1904_11_26_P3_001_02.txt","indianap","arrival","olis"
"12636","SLPD_1904_11_26_P3_001_02.txt","olis","indianap","crowd"
"12637","SLPD_1904_11_26_P3_001_02.txt","guve","station","president"
"12638","SLPD_1904_11_26_P3_001_02.txt","thusiastie","en","greeting"
"12639","SLPD_1904_11_26_P3_001_02.txt","oclock","drew","special"
"12640","SLPD_1904_11_26_P3_001_02.txt","platterm","car","bowing"
"12641","SLPD_1904_11_26_P3_001_02.txt","indianapolis","visit","ing"
"12642","SLPD_1904_11_26_P3_001_02.txt","ing","indianapolis","ti"
"12643","SLPD_1904_11_26_P3_001_02.txt","qa","crowd","answered"
"12644","SLPD_1904_11_26_P3_001_02.txt","rall","leaning","president"
"12645","SLPD_1904_11_26_P3_001_02.txt","missourl","matter","deafening"
"12646","SLPD_1904_11_26_P3_001_02.txt","ithe","night","president"
"12647","SLPD_1904_11_26_P3_001_02.txt","pittsburg","cheers","train"
"12648","SLPD_1904_11_26_P3_001_02.txt","im","depend","mistake"
"12649","SLPD_1904_11_26_P3_001_02.txt","nov","om","train"
"12650","SLPD_1904_11_26_P3_001_02.txt","pittsburg","ran","president"
"12651","SLPD_1904_11_26_P3_001_02.txt","syeps","factories","hine"
"12652","SLPD_1904_11_26_P3_001_02.txt","hine","syeps","filled"
"12653","SLPD_1904_11_26_P3_001_02.txt","fnands","hats","train"
"12654","SLPD_1904_11_26_P3_001_02.txt","ese","swept","bl"
"12655","SLPD_1904_11_26_P3_001_02.txt","bl","ese","ls"
"12656","SLPD_1904_11_26_P3_001_02.txt","rrs","el","bee"
"12657","SLPD_1904_11_26_P3_001_03.txt","cnhiidren","women","scores"
"12658","SLPD_1904_11_26_P3_001_03.txt","columbus","station","presidents"
"12659","SLPD_1904_11_26_P3_001_03.txt","surreunded","car","immense"
"12660","SLPD_1904_11_26_P3_001_03.txt","sa","platform","pleasure"
"12661","SLPD_1904_11_26_P3_001_03.txt","im","pleasure","traveling"
"12662","SLPD_1904_11_26_P3_001_03.txt","verhaps","trip","pardon"
"12663","SLPD_1904_11_26_P3_001_03.txt","safing","pardon","enujoyed"
"12664","SLPD_1904_11_26_P3_001_03.txt","enujoyed","safing","nov"
"12665","SLPD_1904_11_26_P3_001_03.txt","nov","enujoyed","viov"
"12666","SLPD_1904_11_26_P3_001_03.txt","viov","nov","myron"
"12667","SLPD_1904_11_26_P3_001_03.txt","jeffries","herrick","mayor"
"12668","SLPD_1904_11_26_P3_001_03.txt","columbus","mayor","entered"
"12669","SLPD_1904_11_26_P3_001_03.txt","roosevel","roses","president"
"12670","SLPD_1904_11_26_P3_001_03.txt","briefy","president","addressed"
"12671","SLPD_1904_11_26_P3_001_03.txt","enthusiasiie","addressed","crowd"
"12672","SLPD_1904_11_26_P3_001_03.txt","ind","richmond","appeared"
"12673","SLPD_1904_11_26_P3_001_03.txt","baer","race","eee"
"12674","SLPD_1904_11_26_P3_001_03.txt","eee","baer","ts"
"12675","SLPD_1904_11_26_P3_001_04.txt","indianapolis","speech","deal"
"12676","SLPD_1904_11_26_P3_001_04.txt","rowd","yelled","answered"
"12677","SLPD_1904_11_26_P3_001_04.txt","ident","pres","roosevelt"
"12678","SLPD_1904_11_26_P8_001.txt","ol","question","ee"
"12679","SLPD_1904_11_26_P8_001.txt","ee","ol","pistol"
"12680","SLPD_1904_11_26_P8_001.txt","knucks","brass","protection"
"12681","SLPD_1904_11_26_P8_001.txt","graff","robert","er"
"12682","SLPD_1904_11_26_P8_001.txt","murphysboro","living","ill"
"12683","SLPD_1904_11_26_P8_001.txt","yransportation","ed","oclock"
"12684","SLPD_1904_11_26_P8_001.txt","oclock","yransportation","morning"
"12685","SLPD_1904_11_26_P8_001.txt","terior","guard","indications"
"12686","SLPD_1904_11_26_P8_001.txt","knucks","brass","explanation"
"12687","SLPD_1904_11_26_P8_001.txt","selfprotection","weapons","robbers"
"12688","SLPD_1904_11_26_P8_001.txt","cc","locked","castle"
"12689","SLPD_1904_11_26_P8_001.txt","wh","guard","arrest"
"12690","SLPD_1904_11_26_P8_001.txt","waiched","arrest","graif"
"12691","SLPD_1904_11_26_P8_001.txt","graif","waiched","ar"
"12692","SLPD_1904_11_26_P8_001.txt","onvio","hour","da"
"12693","SLPD_1904_11_26_P8_001.txt","hed","da","revolver"
"12694","SLPD_1904_11_26_P8_001.txt","ocket","revolver","finally"
"12695","SLPD_1904_11_26_P8_001.txt","castile","finally","appreache"
"12696","SLPD_1904_11_26_P8_001.txt","appreache","castile","bim"
"12697","SLPD_1904_11_26_P8_001.txt","bim","appreache","questions"
"12698","SLPD_1904_11_26_P8_001.txt","fy","satis","guard"
"12699","SLPD_1904_11_26_P8_001.txt","graff","guard","carried"
"12700","SLPD_1904_11_26_P8_001.txt","ly","mere","protection"
"12701","SLPD_1904_11_26_P8_001.txt","murphysboro","returned","dan"
"12702","SLPD_1904_11_26_P8_001.txt","gers","dan","vears"
"12703","SLPD_1904_11_26_P8_001.txt","vears","gers","opr"
"12704","SLPD_1904_11_26_P8_002.txt","opr","vears","countrified"
"12705","SLPD_1904_11_26_P8_002.txt","countrified","opr","strangers"
"12706","SLPD_1904_11_26_P8_002.txt","hughes","ss","real"
"12707","SLPD_1904_11_26_P8_002.txt","hughes","hospital","senior"
"12708","SLPD_1904_11_26_P8_002.txt","hughes","partner","brothers"
"12709","SLPD_1904_11_26_P8_002.txt","kan","emporia","director"
"12710","SLPD_1904_11_26_P8_002.txt","pital","hos","friday"
"12711","SLPD_1904_11_26_P8_002.txt","ing","friday","unconscious"
"12712","SLPD_1904_11_26_P8_002.txt","negoti","hospital","notes"
"12713","SLPD_1904_11_26_P8_002.txt","io","basin","feed"
"12714","SLPD_1904_11_26_P8_002.txt","hughes","arrested","failed"
"12715","SLPD_1904_11_26_P8_002.txt","hughes","crawling","police"
"12716","SLPD_1904_11_26_P8_002.txt","hughes","hospital","remained"
"12717","SLPD_1904_11_26_P8_002.txt","hughes","home","touch"
"12718","SLPD_1904_11_26_P8_002.txt","hughes","cousin","stopping"
"12719","SLPD_1904_11_26_P8_002.txt","magno","stopping","lia"
"12720","SLPD_1904_11_26_P8_002.txt","atreet","lia","monument"
"12721","SLPD_1904_11_26_P8_002.txt","fn","walked","details"
"12722","SLPD_1904_11_26_P8_002.txt","countryfiedlooking","couple","fel"
"12723","SLPD_1904_11_26_P8_002.txt","fel","countryfiedlooking","lows"
"12724","SLPD_1904_11_26_P8_002.txt","tix","coffee","drink"
"12725","SLPD_1904_11_26_P8_002.txt","bdlacklooking","bottle","stuff"
"12726","SLPD_1904_11_26_P8_002.txt","cof","drink","fee"
"12727","SLPD_1904_11_26_P8_002.txt","thi","table","saia"
"12728","SLPD_1904_11_26_P8_002.txt","saia","thi","pretty"
"12729","SLPD_1904_11_26_P8_002.txt","hughes","securities","cashed"
"12730","SLPD_1904_11_26_P8_002.txt","wer","friday","duys"
"12731","SLPD_1904_11_26_P8_002.txt","duys","wer","expenses"
"12732","SLPD_1904_11_26_P8_002.txt","ir","drops","visitors"
"12733","SLPD_1904_11_26_P8_002.txt","sé","failed","ure"
"12734","SLPD_1904_11_26_P8_002.txt","ure","sé","majer"
"12735","SLPD_1904_11_26_P8_002.txt","majer","ure","portion"
"12736","SLPD_1904_11_26_P8_002.txt","viet","valuables","ms"
"12737","SLPD_1904_11_26_P9_001.txt","sne","ree","heen"
"12738","SLPD_1904_11_26_P9_001.txt","heen","sne","held"
"12739","SLPD_1904_11_26_P9_001.txt","locomctives","held","throttle"
"12740","SLPD_1904_11_26_P9_001.txt","ei","plans","ts"
"12741","SLPD_1904_11_26_P9_001.txt","terre","sherwood","haute"
"12742","SLPD_1904_11_26_P9_001.txt","haute","terre","fireman"
"12743","SLPD_1904_11_26_P9_001.txt","terre","train","haute"
"12744","SLPD_1904_11_26_P9_001.txt","haute","terre","oclock"
"12745","SLPD_1904_11_26_P9_001.txt","oclock","haute","night"
"12746","SLPD_1904_11_26_P9_001.txt","beaged","coming","arrival"
"12747","SLPD_1904_11_26_P9_001.txt","neces","oiling","sary"
"12748","SLPD_1904_11_26_P9_001.txt","sary","neces","til"
"12749","SLPD_1904_11_26_P9_001.txt","fellowmember","united","brotherhood"
"12750","SLPD_1904_11_26_P9_001.txt","comotive","brotherhood","engineers"
"12751","SLPD_1904_11_26_P9_001.txt","tm","engineers","service"
"12752","SLPD_1904_11_26_P9_001.txt","andj","road","occasion"
"12753","SLPD_1904_11_26_P9_001.txt","vicepresi","trip","dent"
"12754","SLPD_1904_11_26_P9_001.txt","whe","fireman","called"
"12755","SLPD_1904_11_26_P9_001.txt","terre","left","haute"
"12756","SLPD_1904_11_26_P9_001.txt","haute","terre","riday"
"12757","SLPD_1904_11_26_P9_001.txt","riday","haute","night"
"12758","SLPD_1904_11_26_P9_001.txt","ovther","train","train"
"12759","SLPD_1904_11_26_P9_001.txt","ral","pass","hours"
"12760","SLPD_1904_11_26_P9_001.txt","é","reducing","possibility"
"12761","SLPD_1904_11_26_P9_001.txt","derailment","possibility","prevent"
"12762","SLPD_1904_11_26_P9_001.txt","jing","prevent","train"
"12763","SLPD_1904_11_26_P9_001.txt","ia","main","siding"
"12764","SLPD_1904_11_26_P9_001.txt","staifoned","walkers","iw"
"12765","SLPD_1904_11_26_P9_001.txt","iw","staifoned","gnile"
"12766","SLPD_1904_11_26_P9_001.txt","gnile","iw","track"
"12767","SLPD_1904_11_26_P9_001.txt","syed","white","gray"
"12768","SLPD_1904_11_26_P9_001.txt","yh","head","onds"
"12769","SLPD_1904_11_26_P9_001.txt","onds","yh","delay"
"12770","SLPD_1904_11_26_P9_001.txt","yan","white","train"
"12771","SLPD_1904_11_26_P9_001.txt","tance","als","ten"
"12772","SLPD_1904_11_26_P9_001.txt","spe","presidents","cial"
"12773","SLPD_1904_11_26_P9_001.txt","cial","spe","pilot"
"12774","SLPD_1904_11_26_P9_001.txt","tne","engine","car"
"12775","SLPD_1904_11_26_P9_001.txt","effingham","service","miles"
"12776","SLPD_1904_11_26_P9_001.txt","reachel","outs","shori"
"12777","SLPD_1904_11_26_P9_001.txt","shori","reachel","stop"
"12778","SLPD_1904_11_26_P9_001.txt","éast","north","east"
"12779","SLPD_1904_11_26_P9_001.txt","mer","proceeded","fhants"
"12780","SLPD_1904_11_26_P9_001.txt","fhants","mer","bridge"
"12781","SLPD_1904_11_26_P9_001.txt","twinkiling","lights","gthe"
"12782","SLPD_1904_11_26_P9_001.txt","gthe","twinkiling","hands"
"12783","SLPD_1904_11_26_P9_001.txt","ap","trackmen","unbroken"
"12784","SLPD_1904_11_26_P9_001.txt","mh","presidents","train"
"12785","SLPD_1904_11_26_P9_001.txt","wabash","slowly","aracks"
"12786","SLPD_1904_11_26_P9_001.txt","aracks","wabash","throwzgh"
"12787","SLPD_1904_11_26_P9_001.txt","throwzgh","aracks","western"
"12788","SLPD_1904_11_26_P9_001.txt","ity","western","farr"
"12789","SLPD_1904_11_26_P9_001.txt","farr","ity","smoothest"
"12790","SLPD_1904_11_26_P9_001.txt","wver","trips","sherweod"
"12791","SLPD_1904_11_26_P9_001.txt","sherweod","wver","snot"
"12792","SLPD_1904_11_26_P9_001.txt","theyre","sea","trips"
"12793","SLPD_1904_12_01_P11_001_02.txt","orlme","lack","casualties"
"12794","SLPD_1904_12_01_P11_001_02.txt","chicago","compared","buffalo"
"12795","SLPD_1904_12_01_P11_001_02.txt","amd","police","fire"
"12796","SLPD_1904_12_01_P11_001_02.txt","tthe","pickpocket","grounds"
"12797","SLPD_1904_12_01_P11_001_02.txt","byrnes","inspector","york"
"12798","SLPD_1904_12_01_P11_001_02.txt","oneil","police","chicago"
"12799","SLPD_1904_12_01_P11_001_02.txt","chicago","oneil","chief"
"12800","SLPD_1904_12_01_P11_001_02.txt","omeara","roger","pittsburg"
"12801","SLPD_1904_12_01_P11_001_02.txt","pittsburg","omeara","chiefs"
"12802","SLPD_1904_12_01_P11_001_02.txt","yisnes","approached","proposition"
"12803","SLPD_1904_12_01_P11_001_02.txt","survelliance","police","requests"
"12804","SLPD_1904_12_01_P11_001_02.txt","és","visit","behavior"
"12805","SLPD_1904_12_01_P11_001_02.txt","pening","committed","days"
"12806","SLPD_1904_12_01_P11_001_02.txt","chicago","days","buffalo"
"12807","SLPD_1904_12_01_P11_001_02.txt","arg","buffalo","tham"
"12808","SLPD_1904_12_01_P11_001_02.txt","tham","arg","pe"
"12809","SLPD_1904_12_01_P11_001_02.txt","detecttves","chief","desmond"
"12810","SLPD_1904_12_01_P11_001_02.txt","wra","pickpocket","highway"
"12811","SLPD_1904_12_01_P11_001_02.txt","cres","circles","expositicn"
"12812","SLPD_1904_12_01_P11_001_02.txt","expositicn","cres","property"
"12813","SLPD_1904_12_01_P11_001_02.txt","deizg","property","police"
"12814","SLPD_1904_12_01_P11_001_02.txt","ax","betweens","police"
"12815","SLPD_1904_12_01_P11_001_02.txt","detegtives","police","beginning"
"12816","SLPD_1904_12_01_P11_001_02.txt","inogeagesd","desmond","lieutenant"
"12817","SLPD_1904_12_01_P11_001_02.txt","fait","stepped","unds"
"12818","SLPD_1904_12_01_P11_001_02.txt","unds","fait","similar"
"12819","SLPD_1904_12_01_P11_001_02.txt","schoppe","lieutenant","ef"
"12820","SLPD_1904_12_01_P11_001_02.txt","kiely","police","poiice"
"12821","SLPD_1904_12_01_P11_001_02.txt","poiice","kiely","records"
"12822","SLPD_1904_12_01_P11_001_02.txt","chicago","executed","buffalo"
"12823","SLPD_1904_12_01_P11_001_02.txt","surething","entertained","gamblers"
"12824","SLPD_1904_12_01_P11_001_02.txt","azaftere","gamblers","description"
"12825","SLPD_1904_12_01_P11_001_02.txt","runk","majority","disorderly"
"12826","SLPD_1904_12_01_P11_001_02.txt","sta","police","captain"
"12827","SLPD_1904_12_01_P11_001_02.txt","olice","trivial","difficult"
"12828","SLPD_1904_12_01_P11_001_02.txt","icles","ar","exceed"
"12829","SLPD_1904_12_01_P11_001_02.txt","sio","jewelry","len"
"12830","SLPD_1904_12_01_P11_001_02.txt","agg","ai","gr"
"12831","SLPD_1904_12_01_P11_001_02.txt","gr","agg","ere"
"12832","SLPD_1904_12_01_P11_001_02.txt","rictimis","murders","ben"
"12833","SLPD_1904_12_01_P11_001_02.txt","jenkins","ben","engineer"
"12834","SLPD_1904_12_01_P11_001_02.txt","luzon","cafe","shooting"
"12835","SLPD_1904_12_01_P11_001_02.txt","jerusalem","sorter","perpetrator"
"12836","SLPD_1904_12_01_P11_001_02.txt","jenkins","perpetrator","murder"
"12837","SLPD_1904_12_01_P11_001_02.txt","feiowlcountry","killed","eluding"
"12838","SLPD_1904_12_01_P11_001_02.txt","polilce","eluding","fatal"
"12839","SLPD_1904_12_01_P11_001_02.txt","untike","accidents","previous"
"12840","SLPD_1904_12_01_P11_001_02.txt","sst","expositions","louls"
"12841","SLPD_1904_12_01_P11_001_02.txt","louls","sst","escaped"
"12842","SLPD_1904_12_01_P11_001_02.txt","unprecedentedly","fire","fire"
"12843","SLPD_1904_12_01_P11_001_02.txt","lors","total","fire"
"12844","SLPD_1904_12_01_P11_001_02.txt","hoo","amounting","hoo"
"12845","SLPD_1904_12_01_P11_001_02.txt","hoo","hoo","house"
"12846","SLPD_1904_12_01_P11_001_02.txt","jerwsalem","fire","caused"
"12847","SLPD_1904_12_01_P11_001_02.txt","ageregate","caused","loss"
"12848","SLPD_1904_12_01_P11_001_02.txt","efii","loss","department"
"12849","SLPD_1904_12_01_P11_001_02.txt","unhief","department","christy"
"12850","SLPD_1904_12_01_P11_001_02.txt","mumber","fire","instances"
"12851","SLPD_1904_12_01_P11_001_02.txt","ftireman","letters","lost"
"12852","SLPD_1904_12_01_P11_001_02.txt","injurics","received","sveere"
"12853","SLPD_1904_12_01_P11_001_02.txt","sveere","injurics","children"
"12854","SLPD_1904_12_01_P11_001_02.txt","pr","restored","ents"
"12855","SLPD_1904_12_01_P11_001_02.txt","ents","pr","police"
"12856","SLPD_1904_12_01_P11_001_02.txt","bf","cared","ruth"
"12857","SLPD_1904_12_01_P11_001_02.txt","gpd","mae","model"
"12858","SLPD_1904_12_01_P11_001_02.txt","nds","model","allowed"
"12859","SLPD_1904_12_01_P11_001_02.txt","chil","managers","lost"
"12860","SLPD_1904_12_01_P11_001_02.txt","coun","amount","money"
"12861","SLPD_1904_12_01_P11_001_02.txt","ment","depart","queer"
"12862","SLPD_1904_12_01_P11_001_02.txt","riment","secret","mid"
"12863","SLPD_1904_12_01_P11_001_02.txt","wa","prevented","innecent"
"12864","SLPD_1904_12_01_P11_001_02.txt","innecent","wa","persons"
"12865","SLPD_1904_12_01_P11_001_02.txt","deimar","rices","included"
"12866","SLPD_1904_12_01_P11_001_02.txt","bilis","counterfeit","spits"
"12867","SLPD_1904_12_01_P11_001_02.txt","foosey","baa","pair"
"12868","SLPD_1904_12_01_P1_001_01.txt","ee","exceed","throng"
"12869","SLPD_1904_12_01_P1_001_01.txt","himby","showered","commissioners"
"12870","SLPD_1904_12_01_P1_001_02.txt","oclock","program","president"
"12871","SLPD_1904_12_01_P1_001_02.txt","ceremontes","mayor","committee"
"12872","SLPD_1904_12_01_P1_001_02.txt","newstead","home","maryland"
"12873","SLPD_1904_12_01_P1_001_02.txt","privte","avenues","trolley"
"12874","SLPD_1904_12_01_P1_001_02.txt","oclock","entrance","crowd"
"12875","SLPD_1904_12_01_P1_001_02.txt","ofthe","proclamations","mayor"
"12876","SLPD_1904_12_01_P1_001_02.txt","postdispatch","provided","party"
"12877","SLPD_1904_12_01_P1_001_02.txt","lieutenantcolonel","command","fountain"
"12878","SLPD_1904_12_01_P1_001_02.txt","triangujar","saluted","formation"
"12879","SLPD_1904_12_01_P1_001_02.txt","pred","administration","direction"
"12880","SLPD_1904_12_01_P1_001_02.txt","brigadiergeneral","direction","kamund"
"12881","SLPD_1904_12_01_P1_001_02.txt","kamund","brigadiergeneral","rice"
"12882","SLPD_1904_12_01_P1_001_02.txt","prsusein","peewee","toe"
"12883","SLPD_1904_12_01_P1_001_02.txt","corwie","toe","spencer"
"12884","SLPD_1904_12_01_P1_001_02.txt","vicepresident","spencer","mayor"
"12885","SLPD_1904_12_01_P1_001_02.txt","ste","walter","vens"
"12886","SLPD_1904_12_01_P1_001_02.txt","vens","ste","secretary"
"12887","SLPD_1904_12_01_P1_001_02.txt","arector","skiff","executive"
"12888","SLPD_1904_12_01_P1_001_02.txt","entertalnment","reception","committees"
"12889","SLPD_1904_12_01_P1_001_02.txt","coyle","james","murray"
"12890","SLPD_1904_12_01_P1_001_02.txt","carleton","murray","butter"
"12891","SLPD_1904_12_01_P1_001_02.txt","knapp","charles","van"
"12892","SLPD_1904_12_01_P1_001_02.txt","blarcom","van","nicholas"
"12893","SLPD_1904_12_01_P1_001_02.txt","campbell","james","festus"
"12894","SLPD_1904_12_01_P1_001_02.txt","festus","campbell","wade"
"12895","SLPD_1904_12_01_P1_001_02.txt","tansey","george","corwin"
"12896","SLPD_1904_12_01_P1_001_02.txt","schroers","john","george"
"12897","SLPD_1904_12_01_P1_001_02.txt","chie","hall","crowd"
"12898","SLPD_1904_12_01_P1_001_02.txt","nationel","decorated","colors"
"12899","SLPD_1904_12_01_P1_001_02.txt","scate","native","office"
"12900","SLPD_1904_12_01_P1_001_02.txt","waa","office","profusely"
"12901","SLPD_1904_12_01_P1_001_02.txt","ve","commissioners","gan"
"12902","SLPD_1904_12_01_P1_001_02.txt","bols","stanley","commissionergeneral"
"12903","SLPD_1904_12_01_P1_001_02.txt","commissionergeneral","bols","ceylon"
"12904","SLPD_1904_12_01_P1_001_02.txt","ceylon","commissionergeneral","majorgeneral"
"12905","SLPD_1904_12_01_P1_001_02.txt","majorgeneral","ceylon","john"
"12906","SLPD_1904_12_01_P1_001_02.txt","tne","bates","regular"
"12907","SLPD_1904_12_01_P1_001_02.txt","cailed","staff","people"
"12908","SLPD_1904_12_01_P1_001_02.txt","loulsiana","people","monument"
"12909","SLPD_1904_12_01_P1_001_02.txt","adminiatration","procession","busiding"
"12910","SLPD_1904_12_01_P1_001_02.txt","busiding","adminiatration","plaga"
"12911","SLPD_1904_12_01_P1_001_02.txt","plaga","busiding","wae"
"12912","SLPD_1904_12_01_P1_001_02.txt","arough","wae","simcat"
"12913","SLPD_1904_12_01_P1_001_02.txt","simcat","arough","slld"
"12914","SLPD_1904_12_01_P1_001_02.txt","slld","simcat","hedges"
"12915","SLPD_1904_12_01_P1_001_03.txt","iminediately","humanity","philippine"
"12916","SLPD_1904_12_01_P1_001_03.txt","ap","volume","peared"
"12917","SLPD_1904_12_01_P1_001_03.txt","peared","ap","waiting"
"12918","SLPD_1904_12_01_P1_001_03.txt","permilting","crowd","irectors"
"12919","SLPD_1904_12_01_P1_001_03.txt","irectors","permilting","officlals"
"12920","SLPD_1904_12_01_P1_001_03.txt","officlals","irectors","commissioners"
"12921","SLPD_1904_12_01_P1_001_03.txt","franels","speakers","sat"
"12922","SLPD_1904_12_01_P1_001_03.txt","jr","francis","father"
"12923","SLPD_1904_12_01_P1_001_03.txt","etir","badges","created"
"12924","SLPD_1904_12_01_P1_001_03.txt","euppearance","crowd","scattering"
"12925","SLPD_1904_12_01_P1_001_03.txt","siik","scattering","badges"
"12926","SLPD_1904_12_01_P1_001_03.txt","ery","quantities","compliments"
"12927","SLPD_1904_12_01_P1_001_03.txt","ve","skim","pala"
"12928","SLPD_1904_12_01_P1_001_03.txt","pala","ve","lively"
"12929","SLPD_1904_12_01_P1_001_03.txt","offic","scramble","ee"
"12930","SLPD_1904_12_01_P1_001_03.txt","ee","offic","cpening"
"12931","SLPD_1904_12_01_P1_001_03.txt","cpening","ee","address"
"12932","SLPD_1904_12_01_P1_001_03.txt","wate","ange","aia"
"12933","SLPD_1904_12_01_P1_001_03.txt","aia","wate","consume"
"12934","SLPD_1904_12_01_P1_001_03.txt","te","congratulation","francis"
"12935","SLPD_1904_12_01_P1_001_03.txt","ofall","glory","gret"
"12936","SLPD_1904_12_01_P1_001_03.txt","gret","ofall","falr"
"12937","SLPD_1904_12_01_P1_001_03.txt","falr","gret","eminent"
"12938","SLPD_1904_12_01_P1_001_03.txt","wnanagement","superior","louisfana"
"12939","SLPD_1904_12_01_P1_001_03.txt","louisfana","wnanagement","president"
"12940","SLPD_1904_12_01_P1_001_03.txt","ribben","committee","handsomely"
"12941","SLPD_1904_12_01_P1_001_03.txt","presijent","characterized","francis"
"12942","SLPD_1904_12_01_P1_001_03.txt","dockery","governor","awaited"
"12943","SLPD_1904_12_01_P1_001_03.txt","ade","governor","lress"
"12944","SLPD_1904_12_01_P1_001_03.txt","lress","ade","delivered"
"12945","SLPD_1904_12_01_P1_001_03.txt","fatr","delivered","received"
