word,confidence,bbox
The,96.61556243896484,"43,21,109,44"
groups,51.800086975097656,"128,20,246,50"
represented,95.37115478515625,"268,21,468,50"
by,96.91346740722656,"491,21,531,48"
the,96.31609344482422,"552,21,604,44"
new,91.2024917602539,"628,19,695,43"
arri-,91.2024917602539,"717,18,795,42"
vals,94.27283477783203,"13,48,82,72"
ure,71.27765655517578,"102,54,156,73"
the,96.89604949951172,"174,49,227,73"
Eimaieatericopa,0,"247,43,552,102"
and,96.3948974609375,"573,48,635,72"
Papago.,95.590179443359375,"656,47,793,75"
In,96.014404296875,"15,76,50,99"
the,96.08533477783203,"68,76,121,101"
party,95.98359680175781,"138,81,232,104"
were,87.68402099609375,"249,83,329,101"
thee,0,"347,77,436,102"
"bucks,",96.12286376953125,"450,77,559,101"
each,92.978912353515625,"578,76,656,100"
accom-,81.3655014038086,"672,77,796,98"
wig,35.33247375488281,"13,104,125,156"
by,86.20904541015625,"139,97,183,132"
his,60.83273696899414,"202,106,250,129"
"squaw,",91.4056167602539,"266,111,383,136"
and,96.3696517944336,"404,105,465,128"
fourteen,96.49127197265625,"484,105,627,128"
children.,96.47069549560547,"646,103,794,131"
The,46.152801513671875,"29,134,78,156"
children,96.3131332397461,"99,133,237,158"
hSaod9,0,"258,130,338,189"
soO,15.029441833496094,"356,139,390,157"
young,95.85179138183594,"410,137,515,160"
and,95.440521240234375,"533,132,596,156"
so,93.25846862792969,"615,138,650,155"
numer-,90.5201644897461,"672,136,795,159"
ous,94.81561279296875,"16,166,78,192"
as,79.86005401611328,"98,167,132,185"
to,96.182861328125,"159,164,190,184"
attract,95.5810546875,"215,161,319,184"
universal,96.54593658447266,"357,161,516,184"
attention.,93.79451751708984,"541,160,704,183"
The,96.31243133544922,"732,159,797,182"
Indians,90.742340087890625,"13,188,142,212"
brovght,90.742340087890625,"176,189,310,215"
material,96.20878601074219,"340,188,485,212"
with,96.41203308105469,"519,188,594,210"
which,94.978515625,"627,182,729,212"
to,94.978515625,"762,189,794,207"
construct,51.213768005371094,"17,217,179,240"
their,96.262847900390625,"201,216,283,239"
World's,62.26697540283203,"304,215,439,239"
Fair,96.47923278808594,"462,215,537,238"
"dwellings,",92.5182876586914,"558,215,729,239"
re-,91.93897247314453,"752,217,797,235"
