word,confidence,bbox
Fair,96.64082336425781,"27,264,107,294"
Management,95.81771087646484,"122,264,351,303"
Decides,95.92185974121094,"368,266,507,298"
on,93.28092956542969,"523,276,565,298"
No-,89.026885986328125,"582,268,654,298"
vember,96.69175720214844,"67,313,200,342"
8,95.76142883300781,"221,314,241,342"
for,95.2898941040039,"262,314,317,343"
National,96.283538818359375,"338,314,494,346"
Cele,28.579849243164062,"516,315,602,345"
|,63.06730270385742,"653,326,654,332"
bration,96.06514739990234,"120,359,248,388"
and,96.52181243896484,"264,361,330,390"
Plans,96.85128021240234,"345,362,447,392"
Flag,96.89141082763672,"462,362,548,399"
Demonstration.,95.70601654052734,"191,405,471,438"
American,95.42005920410156,"49,527,186,548"
Dey,93.43017578125,"201,528,259,551"
at,95.29560852050781,"272,529,305,549"
the,93.26139068603516,"318,529,364,550"
World’s,89.699676513671875,"380,530,492,551"
Fatr,92.37459564208984,"508,531,569,552"
will,96.60829162597656,"584,532,635,552"
be,96.12975311279297,"20,553,52,591"
observed,91.54735565185547,"66,557,190,580"
November,96.44632720947266,"202,559,378,582"
"8,",96.22086334228516,"352,553,378,591"
election,96.67549133300781,"390,553,502,591"
day.,96.651397705078125,"513,553,569,591"
The,96.651397705078125,"582,562,638,583"
Special,95.2882308959961,"25,588,123,612"
Exploitation,95.8067626953125,"142,590,321,613"
Committee,96.66715240478516,"338,591,492,614"
met,92.8326416015625,"507,596,562,615"
yes-,91.92464447021484,"578,598,634,618"
terday,92.18363189697266,"26,621,117,645"
to,96.90222930908203,"131,624,159,644"
devise,96.63265228271484,"173,622,260,644"
plans,96.466522216796875,"276,623,352,647"
for,96.12755584716797,"365,624,408,646"
the,96.316436767578125,"421,625,467,647"
celebration,96.35221099853516,"480,625,636,648"
of,96.71296691894531,"24,653,52,674"
the,96.54296112060547,"67,649,110,687"
day.,96.22181701660156,"124,649,178,687"
The,96.49769592285156,"200,649,245,687"
day,96.16546630859375,"260,649,309,687"
has,95.31432342529297,"320,649,369,687"
been,96.571044921875,"384,649,445,687"
set,96.6627197265625,"460,649,502,687"
very,96.60601806640625,"517,649,578,687"
ap,27.682693481445312,"593,649,635,687"
Propriately,67.30641174316406,"24,686,181,710"
for,96.39244842529297,"203,687,245,708"
one,96.61024475097656,"265,693,315,709"
of,96.70751953125,"337,689,366,709"
the,96.55518341064453,"387,689,432,711"
days,96.21592712402344,"454,690,518,713"
cf,93.01483917236328,"541,692,569,712"
na-,88.37779235839844,"588,696,634,712"
tional,89.02622985839844,"20,716,99,736"
importance,96.28740692138672,"110,716,270,740"
and,96.63777923583984,"282,719,335,740"
the,96.255523681640625,"345,719,391,741"
Exposition,93.28775787353516,"401,720,552,743"
man-,90.20939636230469,"563,726,635,741"
agement,96.50767517089844,"22,749,142,770"
believes,95.14151763916016,"164,749,274,769"
"that,",93.22895812988281,"295,751,360,772"
nothwithstanding,90.54615783691406,"383,751,635,776"
it,38.84407424926758,"22,778,44,798"
is,95.74483489990234,"60,779,83,799"
election,96.52458190917969,"100,780,209,800"
"day,",96.21636962890625,"224,781,282,804"
it,87.549285888671875,"301,781,322,802"
will,96.647186279296875,"337,782,389,803"
witngss,69.9163589477539,"402,779,514,827"
an,90.7451400756836,"526,789,561,805"
out-,90.7451400756836,"576,787,634,806"
pouring,95.86316680908203,"22,812,131,836"
of,96.13481140136719,"150,813,181,833"
patriotic,93.21586608886719,"199,814,320,837"
America‘:s.,7.1647796630859375,"338,815,498,838"
It,96.41165924072266,"45,843,71,864"
will,96.41165924072266,"86,844,138,865"
be,96.52642822265625,"157,845,188,867"
made,95.93513488769531,"202,847,279,867"
the,93.29784393310547,"297,847,340,867"
ocacsion,92.30416107177734,"356,849,476,870"
for,96.80113983154297,"490,850,533,870"
a,94.70622253417969,"546,856,565,872"
flag,90.53194427490234,"580,851,634,875"
"demonstration,",96.1025619506836,"21,875,231,900"
and,96.213836669921875,"259,879,312,899"
everywhere,96.00605010986328,"338,882,501,903"
on,95.218170166015625,"527,888,560,903"
the,96.49053955078125,"588,882,631,903"
grounds,94.7170639038086,"20,908,133,930"
the,96.75255584716797,"148,908,194,928"
national,96.32804107666016,"207,909,324,931"
colors,96.47570037841797,"336,910,420,932"
will,95.65953826904297,"435,912,486,932"
be,95.71195983886719,"501,914,532,933"
in,92.30999755859375,"546,914,574,933"
ev-,92.30999755859375,"587,919,632,933"
idence.,96.17289733886719,"20,937,114,958"
Thousands,96.443603515625,"41,961,192,983"
of,96.24687194824219,"214,963,243,984"
visitors,37.06218719482422,"263,964,369,987"
will,95.35066986083984,"387,966,438,989"
be,95.35066986083984,"458,968,491,990"
provided,96.602447509765625,"510,969,632,994"
on,90.20667266845703,"21,991,53,1007"
entrance,96.05829620361328,"76,991,199,1009"
to,95.31273651123047,"221,992,248,1010"
the,96.8896713256836,"271,991,314,1011"
grounds,96.155029296875,"336,992,449,1015"
with,78.55670928955078,"473,993,535,1014"
small,18.861656188964844,"557,995,633,1016"
American,95.939544677734375,"17,1013,152,1035"
"flags,",94.97052001953125,"175,1014,248,1039"
and,94.97052001953125,"270,1017,323,1038"
over,96.94255828857422,"343,1021,405,1038"
the,96.63738250732422,"427,1018,470,1039"
center,96.33466339111328,"493,1021,581,1042"
of,96.294921875,"601,1021,632,1042"
the,96.99951171875,"18,1038,61,1059"
Grand,96.922637939453125,"76,1038,163,1059"
Basin,95.73725128173828,"179,1040,257,1060"
it,76.46684265136719,"273,1043,295,1062"
is,94.96546936035156,"312,1043,333,1063"
planned,96.21638488769531,"348,1043,457,1066"
to,96.26751708984375,"474,1047,501,1065"
have,96.14781188964844,"516,1044,582,1066"
an,96.4165267944336,"595,1050,631,1065"
enormous,94.16863250732422,"16,1066,153,1084"
electric,96.40507507324219,"169,1065,272,1085"
American,96.67909240722656,"289,1066,427,1088"
fag.,75.32535552978516,"444,1068,503,1092"
Tre,92.06248474121094,"40,1086,93,1106"
election,96.49433135986328,"105,1087,213,1108"
returns,96.2988510131836,"228,1094,331,1110"
will,96.42383575439453,"344,1091,394,1111"
be,93.265472412109375,"408,1093,439,1113"
givein,92.42772674560547,"449,1093,535,1115"
at,96.173004150390625,"548,1096,577,1114"
six,96.83808898925781,"589,1095,629,1115"
different,96.67552185058594,"15,1110,135,1133"
places,95.413818359375,"153,1113,243,1135"
on,95.413818359375,"260,1120,293,1135"
the,95.890594482421875,"315,1114,358,1134"
grounds,96.48694610595703,"377,1117,489,1138"
at,96.20841217041016,"509,1122,537,1138"
night,96.625732421875,"556,1119,629,1141"
and,96.33953857421875,"16,1137,66,1156"
the,96.86415100097656,"85,1136,129,1156"
regulation,93.29988861083984,"149,1137,293,1160"
stereopticon,90.81104278564453,"311,1140,482,1164"
and,93.2817611694336,"499,1142,551,1163"
can-,90.968353271484375,"568,1146,629,1162"
vas,90.7311019897461,"15,1163,62,1180"
screen,95.25728607177734,"85,1166,174,1182"
will,96.75657653808594,"198,1163,248,1184"
make,96.39667510986328,"273,1163,349,1186"
visitors,96.25975036621094,"372,1165,476,1186"
feel,96.19136810302734,"497,1167,547,1188"
that,96.93749237060547,"571,1168,628,1189"
they,96.36183166503906,"16,1186,77,1210"
are,96.36183166503906,"93,1192,138,1209"
not,96.6402587890625,"153,1191,199,1210"
missing,96.35160064697266,"214,1189,322,1215"
any,96.6323013305664,"337,1195,388,1215"
of,96.5458755493164,"406,1193,434,1212"
the,96.11666107177734,"450,1193,494,1214"
news,96.11666107177734,"510,1198,580,1214"
by,96.99554443359375,"595,1192,628,1216"
being,96.414276123046875,"15,1212,90,1236"
on,95.361114501953125,"100,1218,133,1234"
the,96.8834457397461,"147,1213,191,1234"
grounds.,77.61671447753906,"203,1215,322,1238"
It,96.537109375,"336,1216,360,1237"
is,96.5712890625,"372,1220,395,1236"
planned,95.42105865478516,"406,1217,516,1241"
to,95.42105865478516,"527,1221,555,1239"
give,96.245452880859375,"569,1218,628,1242"
the,96.90687561035156,"16,1238,58,1257"
returns,96.20734405517578,"74,1240,175,1258"
on,96.21319580078125,"190,1244,223,1260"
Plaza,96.11380767822266,"237,1240,318,1261"
St.,96.51697540283203,"331,1241,368,1262"
"Louis,",95.39024353027344,"386,1241,471,1265"
Plaza,45.7205810546875,"486,1243,566,1263"
Or-,90.061370849609375,"581,1244,628,1264"
leans,96.94690704345703,"14,1260,86,1281"
and,91.94824981689453,"105,1263,158,1282"
the,83.4441909790039,"178,1264,222,1283"
plaza,83.4441909790039,"242,1264,317,1287"
west,96.3794937133789,"337,1267,401,1285"
of,96.36837005615234,"421,1266,451,1285"
the,93.01383209228516,"468,1265,513,1286"
Trans-,92.97340393066406,"532,1267,626,1287"
portation,96.1562271118164,"14,1286,142,1308"
"building,",95.8359375,"158,1286,278,1312"
besides,96.42811584472656,"297,1289,396,1310"
at,96.544921875,"410,1292,440,1311"
three,93.28980255126953,"454,1290,527,1311"
differ-,88.59539794921875,"539,1291,626,1311"
ent,96.93009948730469,"14,1312,57,1331"
places,96.601837158203125,"70,1309,158,1333"
on,96.54064178466797,"173,1316,207,1332"
the,96.24760437011719,"222,1313,268,1333"
Pike.,93.410614013671875,"280,1312,351,1333"
WILL,78.98533630371094,"0,1359,115,1408"
DISCUSS,96.00926208496094,"134,1359,300,1400"
RELATION,96.58196258544922,"321,1362,511,1402"
The,95.74192810058594,"37,1486,90,1507"
first,96.069915771484375,"104,1488,162,1508"
session,96.83023834228516,"175,1468,271,1520"
of,96.83023834228516,"287,1468,314,1520"
the,93.28626251220703,"331,1468,375,1520"
Religio-Scientific,42.46746063232422,"387,1468,626,1520"
"Institute,",96.63338470458984,"14,1516,143,1541"
under,96.86451721191406,"162,1519,243,1542"
the,96.881378173828125,"259,1521,304,1542"
auspices,96.63233184814453,"320,1522,439,1547"
of,96.69182586669922,"454,1522,485,1544"
the,93.2986831665039,"499,1523,545,1545"
Uni-,88.82135009765625,"562,1522,625,1545"
versity,96.221466064453125,"13,1552,110,1576"
Union,96.11106872558594,"135,1552,219,1574"
of,96.4131851196289,"242,1554,271,1575"
"California,",94.25789642333984,"295,1554,444,1581"
which,96.74688720703125,"469,1556,554,1578"
has,96.838623046875,"578,1557,625,1578"
headquarters,96.28617858886719,"12,1583,197,1608"
at,96.28617858886719,"211,1588,242,1607"
Los,96.45658874511719,"256,1586,305,1606"
"Angeles,",96.59010314941406,"320,1587,440,1611"
will,96.82200622558594,"456,1588,508,1609"
be,96.72513580322266,"522,1589,554,1610"
held,95.765289306640625,"566,1589,625,1610"
‘this,61.90837478637695,"0,1609,65,1633"
morning,96.16075134277344,"80,1616,198,1639"
at,96.97108459472656,"211,1619,241,1636"
ll,76.58381652832031,"254,1618,279,1638"
o'clock,50.67548751831055,"291,1617,390,1639"
in,96.23258209228516,"402,1620,429,1638"
room,96.23258209228516,"442,1624,516,1639"
"3,",94.84430694580078,"529,1621,549,1643"
Hall,95.16596221923828,"563,1620,625,1641"
of,95.81898498535156,"13,1639,42,1658"
Congresses.,93.3851547241211,"56,1638,221,1661"
Meetings,94.6844482421875,"37,1661,163,1685"
will,91.25584411621094,"180,1663,231,1684"
be,96.44720458984375,"248,1664,281,1685"
held,95.9480972290039,"296,1663,355,1686"
all,95.9232406616211,"372,1666,407,1686"
week,96.86454772949219,"424,1668,497,1688"
and,96.0359115600586,"512,1668,563,1688"
the,96.0359115600586,"580,1668,626,1688"
relation,96.204376220703125,"13,1685,120,1708"
of,96.2085189819336,"136,1687,164,1708"
religion,96.15572357177734,"180,1688,286,1713"
to,96.98233795166016,"301,1691,329,1710"
science,61.67915344238281,"343,1690,443,1712"
will,96.5718765258789,"457,1691,509,1713"
be,92.80042266845703,"525,1691,557,1713"
dis-,92.3689956665039,"572,1693,624,1714"
cussed.,94.411895751953125,"11,1712,108,1734"
“Religion,63.18659591674805,"160,1713,292,1739"
From,93.15513610839844,"330,1715,408,1737"
a,62.73483657836914,"444,1722,463,1738"
Scientific,62.73483657836914,"499,1717,624,1740"
|,65.33467864990234,"634,1708,653,1752"
Viewpoint’,51.773719787597656,"12,1737,168,1761"
will,91.67277526855469,"186,1740,236,1760"
be,96.21577453613281,"252,1740,282,1761"
the,96.770172119140625,"297,1740,342,1762"
subject,96.41416931152344,"356,1742,458,1766"
of,96.81090545654297,"471,1743,500,1764"
the,92.29846954345703,"514,1743,559,1764"
lec-,92.29846954345703,"573,1743,623,1765"
ture,96.55464935302734,"12,1763,68,1782"
this,95.82823181152344,"87,1762,139,1784"
morning.,96.42749786376953,"158,1765,280,1789"
The,96.62003326416016,"34,1787,86,1807"
institute,96.4360122680664,"106,1789,226,1808"
is,96.15687561035156,"245,1790,268,1809"
under,94.6579818725586,"290,1791,369,1811"
the,95.86781311035156,"388,1792,433,1812"
direction,96.3483657836914,"450,1793,576,1813"
of,96.9540786743164,"593,1794,623,1813"
Professor,96.61344909667969,"10,1810,145,1830"
Jay,91.98029327392578,"167,1812,218,1835"
G.,91.19343566894531,"242,1813,271,1833"
"Rodger,",96.542724609375,"296,1814,404,1838"
Ph.,91.36170959472656,"429,1815,474,1836"
D..,29.01153564453125,"499,1817,539,1840"
who,96.17374420166016,"564,1818,622,1837"
holds,72.893218994140625,"12,1834,83,1854"
the,96.21398162841797,"108,1835,152,1854"
California,96.10136413574219,"176,1835,318,1857"
State,96.4898681640625,"341,1839,414,1858"
chair,96.16740417480469,"437,1840,509,1859"
of,93.18659210205078,"533,1842,562,1861"
re-,91.79864501953125,"584,1846,623,1861"
ligious,91.93318176269531,"11,1858,101,1881"
evidences,96.21281433105469,"121,1858,253,1880"
from,95.35821533203125,"276,1861,342,1882"
a,96.29937744140625,"363,1867,381,1883"
scientific,93.150604248046875,"401,1863,525,1887"
view-,91.44547271728516,"546,1864,622,1886"
|,94.16094970703125,"630,1854,652,1897"
point.,95.47167205810547,"4,1879,85,1914"
The,96.0355224609375,"140,1885,195,1906"
University,96.2075424194336,"218,1886,367,1913"
Union,96.62950134277344,"391,1888,476,1911"
of,93.11682891845703,"500,1890,531,1912"
Call-,84.14405822753906,"554,1891,621,1913"
fornia,96.82608795166016,"8,1909,91,1930"
is,89.140289306640625,"108,1911,130,1931"
affillated,83.63478088378906,"146,1911,268,1934"
with,96.6366195678711,"284,1914,347,1935"
the,96.55079650878906,"362,1914,406,1935"
National,93.30231475830078,"421,1915,541,1937"
Uni-,92.93175506591797,"558,1917,620,1938"
versity,95.125,"6,1936,104,1959"
Union,95.80152893066406,"118,1936,201,1957"
