word,confidence,bbox
SSS,22.641876220703125,"384,0,612,26"
|,49.2635498046875,"1240,5,1244,37"
ST.,95.344390869140625,"294,39,360,74"
LOUIS,95.58149719238281,"385,39,529,74"
DAY,96.50823211669922,"552,40,650,75"
AND,95.97337341308594,"687,43,794,75"
AFTER.,95.2243881225586,"829,43,1000,77"
The,95.51934814453125,"115,96,177,123"
attendance,96.143280029296875,"208,94,395,123"
at,95.8768081665039,"432,98,466,120"
the,93.28733825683594,"506,94,558,121"
Worid’s,4.329139709472656,"595,95,727,121"
Fair,95.280853271484375,"766,96,836,122"
on,95.280853271484375,"872,107,909,124"
St.,84.66780853271484,"948,101,991,125"
Louis,93.68634796142578,"1032,100,1122,128"
Das,84.31426239013672,"1158,101,1221,136"
|,85.08869171142578,"1239,68,1243,160"
éxedetled,32.01458740234375,"77,136,226,173"
"404,000.",93.75240325927734,"248,142,377,171"
No,4.649345397949219,"86,191,163,218"
better,94.78458404541016,"195,189,300,216"
demonstration,95.164276123046875,"334,189,581,216"
of,95.164276123046875,"619,190,651,215"
civic,66.33625793457031,"687,190,763,216"
pride,89.94764709472656,"803,192,888,226"
and,93.408843994140625,"926,194,984,220"
interest,68.11780548095703,"1025,194,1152,222"
in!,90.002838134765625,"1195,192,1242,223"
a,93.18748474121094,"74,230,100,269"
great,95.25685119628906,"124,243,208,276"
public,95.61209869384766,"241,236,343,274"
work,95.61209869384766,"374,237,458,264"
could,87.16272735595703,"491,238,580,265"
be,94.566802978515625,"616,238,650,266"
desired.,94.566802978515625,"683,239,813,266"
The,96.60734558105469,"854,241,917,268"
number,96.23371887207031,"947,243,1075,271"
of,95.54622650146484,"1107,244,1138,271"
ad,95.54622650146484,"1171,246,1208,272"
Missions,96.56550598144531,"75,287,216,317"
equaled,95.066314697265625,"246,287,374,323"
considerably,95.066314697265625,"405,285,616,322"
more,96.174041748046875,"647,296,729,314"
than,96.174041748046875,"762,289,839,316"
one-half,95.53148651123047,"870,291,1011,319"
the,91.23832702636719,"1045,293,1097,319"
popu-,71.03692626953125,"1129,291,1239,329"
|,71.03692626953125,"1223,281,1241,333"
lation,94.74436950683594,"75,334,172,367"
of,96.1360092163086,"200,336,232,362"
the,96.322357177734375,"260,336,311,362"
"city,",77.69185638427734,"339,336,414,371"
and,96.04884338378906,"440,336,498,362"
though,96.02471160888672,"528,336,644,370"
