word,confidence,bbox
achieved,96.29783630371094,"0,25,147,51"
as,96.45133972167969,"177,33,214,50"
a,91.72752380371094,"243,34,263,50"
"natidn,",88.32194519042969,"290,27,406,54"
in,96.36136627197266,"438,28,469,51"
which,96.642120361328125,"499,27,599,51"
we,96.14513397216797,"629,33,676,51"
find,96.14513397216797,"703,26,767,51"
surselves,11.741973876953125,"4,62,157,86"
burdened,96.44133758544922,"185,64,338,87"
with,96.47493743896484,"369,65,443,89"
the,96.941436767578125,"471,65,522,88"
necessity,96.3088607788086,"551,66,705,92"
of,96.46797943115234,"733,66,766,87"
tiding,0,"4,98,106,126"
another,93.297393798828125,"126,100,257,123"
peopie,91.60956573486328,"281,102,386,129"
to,93.76209259033203,"409,97,441,131"
stand,96.55467987060547,"465,102,556,125"
upon,96.10005950927734,"581,107,660,128"
their,96.50151824951172,"687,102,767,125"
feet,95.50340270996094,"2,136,64,160"
and,95.270843505859375,"88,139,148,162"
take,96.32136535644531,"172,138,244,164"
a,96.479827880859375,"266,145,284,162"
short,77.868072509765625,"309,140,397,163"
j¢ut,43.22871780395508,"411,142,473,171"
to,96.72615051269531,"495,142,527,164"
the,96.33819580078125,"553,140,605,164"
freedom,96.28137969970703,"628,140,765,164"
and,96.55865478515625,"3,175,61,196"
the,96.84732818603516,"90,176,142,197"
civil,96.05550384521484,"172,176,242,198"
liberty,95.9902114868164,"271,177,382,203"
which,96.51172637939453,"414,177,512,199"
we,96.49833679199219,"544,183,590,199"
and,96.49833679199219,"620,178,681,200"
our,94.73118591308594,"711,183,765,199"
inceslors,86.55493927001953,"9,213,160,232"
have,96.21012878417969,"183,212,261,234"
hammered,96.25536346435547,"282,213,461,235"
out.,96.290283203125,"481,213,544,235"
For,96.69236755371094,"32,246,90,271"
the,95.0150375366211,"108,247,158,272"
reason,96.5024185180664,"178,254,286,273"
that,96.08199310302734,"305,249,374,273"
this,96.08199310302734,"392,250,453,273"
centennial,96.384124755859375,"472,251,645,275"
of,96.72237396240234,"664,251,697,276"
the,96.68669128417969,"714,251,765,276"
Louisiana,93.304534912109375,"6,285,165,310"
Purchase,64.27941131591797,"200,287,355,311"
marks,96.47502136230469,"385,289,491,311"
the,96.43903350830078,"521,289,573,312"
beginning,96.1177749633789,"601,290,766,317"
£,14.705551147460938,"13,322,34,343"
the,96.15679168701172,"60,323,110,344"
great,96.191162109375,"133,327,223,349"
Philippine,96.43524932861328,"247,324,419,350"
"problem,",95.58942413330078,"444,325,589,351"
the,93.02070617675781,"618,326,669,347"
gov-,93.02070617675781,"693,332,765,352"
sinment,27.630531311035156,"4,360,140,381"
of,96.522247314453125,"162,359,195,382"
the,96.6998291015625,"218,360,267,383"
Philippine,95.95362091064453,"292,360,461,389"
Islands,96.468109130859375,"486,361,606,385"
has,96.67638397216797,"630,363,687,386"
felt,96.743377685546875,"710,363,764,386"
ustified,92.06822967529297,"16,397,136,420"
in,96.4012680053711,"158,399,187,421"
expending,91.62555694580078,"209,394,382,427"
a,96.5911636352539,"401,406,418,423"
very,95.30690002441406,"440,406,513,428"
large,95.30690002441406,"535,401,620,429"
sum,96.40589904785156,"641,407,709,425"
of,96.40453338623047,"734,403,766,426"
money,95.9534912109375,"4,440,111,461"
to,95.04341888427734,"131,437,164,456"
make,95.04341888427734,"185,436,277,458"
the,96.67486572265625,"300,437,350,459"
people,95.66983795166016,"372,438,477,464"
who,96.085662841796875,"498,438,566,460"
come,96.28809356689453,"588,445,673,461"
here,96.26923370361328,"695,440,765,461"
commemorate,92.897308349609375,"65,476,305,495"
the,96.42530822753906,"340,474,390,496"
vindication,96.13938903808594,"423,474,611,498"
of,96.14403533935547,"645,476,679,499"
one,96.359344482421875,"709,482,766,499"
sreat,57.67974090576172,"10,511,90,533"
effort,96.66825103759766,"122,509,214,533"
of,95.33750915527344,"247,510,281,533"
American,96.631256103515625,"310,511,473,536"
enterprise,96.30156707763672,"505,514,674,541"
and,96.8371353149414,"704,515,764,537"
‘Xpansion,37.83370590209961,"13,547,171,573"
understand,96.32817840576172,"192,548,379,572"
the,96.32817840576172,"402,550,454,573"
conditions,95.99162292480469,"473,551,644,575"
which,95.99162292480469,"665,552,765,575"
surround,96.067535400390625,"3,583,153,607"
the,96.78541564941406,"173,584,225,607"
beginning,96.389251708984375,"243,584,409,614"
ef,96.3368148803711,"426,587,461,610"
another.,96.27430725097656,"479,588,619,612"
Those,96.82356262207031,"29,620,130,645"
who,96.600128173828125,"151,621,218,646"
look,94.23988342285156,"242,623,311,648"
forward,96.26532745361328,"331,625,468,650"
with,96.58443450927734,"489,627,562,651"
dark,93.1103286743164,"585,628,663,652"
fore-,91.41502380371094,"686,627,766,652"
bodings,85.95390319824219,"3,660,131,687"
to,95.78509521484375,"148,662,179,682"
the,96.419921875,"198,662,248,685"
result,95.45393371582031,"266,664,363,686"
of,96.65239715576172,"380,664,414,687"
this,96.25682067871094,"431,665,492,688"
new,96.3905258178711,"511,671,580,688"
adventure,96.61052703857422,"594,667,767,690"
base,78.15330505371094,"3,698,73,720"
their,96.77466583251953,"100,697,180,720"
prophecies,96.48554992675781,"202,699,379,726"
of,96.09696960449219,"405,703,439,726"
disaster,95.71302032470703,"461,703,596,727"
on,96.8770980834961,"619,711,657,728"
what,96.50408172607422,"683,705,765,728"
they,95.89622497558594,"3,735,74,762"
think,95.70104217529297,"101,736,190,759"
is,95.70104217529297,"214,737,239,760"
the,95.7138442993164,"263,738,315,762"
weakness,96.2315902709961,"339,739,500,764"
of,96.71488189697266,"526,742,558,764"
the,93.16747283935547,"583,743,635,766"
Amer-,92.9649887084961,"661,744,765,767"
an,92.78382873535156,"5,778,71,796"
people.,92.514434814453125,"99,774,212,801"
Those,91.98907470703125,"253,776,354,801"
who,96.90655517578125,"381,779,449,802"
look,91.9090576171875,"475,779,545,803"
forward,95.46514129638672,"572,781,708,805"
to,95.46514129638672,"734,783,767,805"
in,5.3277435302734375,"11,792,88,825"
ASE,29.829666137695312,"101,792,187,825"
OS,31.207443237304688,"222,792,262,825"
ae,43.489017486572266,"280,792,295,825"
peta,1.9494247436523438,"305,792,350,825"
epee,30.345489501953125,"365,792,440,825"
Rae,32.242156982421875,"448,792,484,825"
ep,45.01411437988281,"503,792,581,825"
aed,11.836235046386719,"646,792,743,825"
