word,confidence,bbox
$$,42.28551483154297,"0,12,642,20"
"CC,",27.921890258789062,"9,44,68,68"
"Taglor,",12.7581787109375,"91,45,174,83"
Lawtons.,21.33185577392578,"197,45,308,63"
N.Y:,28.388229370117188,"326,44,409,61"
"Aft,",18.19499969482422,"422,28,483,87"
"$2,",36.87730407714844,"496,43,536,62"
Lal,54.90852355957031,"552,42,588,60"
et,73.57408142089844,"601,25,642,63"
"Franee,",48.47564697265625,"10,60,102,93"
Mck.,86.0313720703125,"170,65,226,84"
Trombley,44.86997604370117,"251,66,368,84"
|,85.05303955078125,"637,57,640,90"
Galloway,75.950103759765625,"23,87,146,111"
"cow,",86.00965881347656,"172,92,225,106"
2,82.13702392578125,"241,87,252,105"
years,95.5428695678711,"267,92,330,108"
and,93.13525390625,"346,85,392,104"
over—First,77.80064392089844,"406,84,542,102"
"prize,",82.19065856933594,"556,84,626,105"
"$5,",51.180885314941406,"8,107,47,138"
Favorite,66.45744323730469,"68,108,174,126"
XVI,53.63313674926758,"193,108,251,127"
of,84.08736419677734,"269,110,293,126"
Lechenkit.,38.5405158996582,"311,108,440,127"
C.,65.95719146728516,"459,107,476,121"
N.,65.95719146728516,"502,106,528,123"
"Chari,",57.64129638671875,"549,106,624,124"
Se.,87.99110412597656,"10,132,32,145"
Cloud.,80.91926574707031,"60,130,128,146"
Minn.:,59.827728271484375,"157,130,237,148"
"second,",74.845306396484375,"256,130,338,146"
$9).,55.971717834472656,"363,129,396,148"
Paragen.,85.99260711669922,"424,128,525,145"
C.,60.558074951171875,"552,127,570,142"
S._,0,"596,126,616,144"
Mooty.,43.23516082763672,"8,149,92,168"
"Atlanta,",90.708984375,"116,152,212,168"
Mo.;,47.93319320678711,"229,151,280,169"
third.,77.04600524902344,"295,149,354,168"
$9.,22.04468536376953,"376,150,410,167"
Graceful,96.04633331298828,"430,147,536,165"
113,66.09004211425781,"549,148,583,166"
of,79.13887023925781,"603,146,629,164"
"Oarliestown,",59.62400817871094,"8,174,150,188"
J.,42.447811126708984,"181,172,192,188"
E.,60.242427825927734,"219,172,236,188"
Bales,86.13160705566406,"261,171,326,189"
&,91.97565460205078,"340,171,360,188"
"Son,",83.025665283203125,"375,173,424,187"
Stockport.,76.30233001708984,"440,169,565,190"
Ia,82.36502838134766,"582,168,606,185"
"fourth,",96.07487487792969,"9,191,93,210"
"$60,",67.00291442871094,"108,192,147,211"
"Tercthea,",41.916011810302734,"165,193,283,210"
same;,86.45741271972656,"300,196,370,209"
"fifth,",53.286685943603516,"388,190,446,209"
"©,",72.818267822265625,"461,190,500,207"
Adela,95.36125183105469,"519,189,589,207"
of,95.36125183105469,"603,181,628,205"
Flambeon,51.88905334472656,"9,212,115,230"
Broobside,24.34998321533203,"162,214,283,231"
Farm,94.07990264892578,"316,214,384,231"
Company.,79.74418640136719,"416,214,539,232"
Fort,67.5953369140625,"572,207,630,228"
"Wayne,",69.2216567993164,"9,234,95,254"
Ind,95.95518493652344,"120,232,160,252"
|,67.4778823852539,"637,222,640,257"
Brown,28.391799926757812,"32,256,112,274"
Swiss,87.344024658203125,"132,258,202,274"
helfer.,41.21639633178711,"222,257,295,274"
2,91.3610610961914,"323,257,335,275"
veere,26.561195373535156,"356,259,422,268"
and,89.16520690917969,"439,253,484,272"
under,93.17916107177734,"505,253,576,271"
3—,84.13062286376953,"594,248,642,274"
|,95.71053314208984,"629,244,642,282"
First,95.20555114746094,"8,275,68,295"
"prize,",77.6884765625,"88,278,154,296"
$4.,62.868709564208984,"174,278,212,297"
Duke’e,63.314796447753906,"236,278,322,297"
"Clotilde,",90.15705871582031,"338,275,441,295"
Freeneyer,80.45745849609375,"464,275,589,293"
&,87.84949493408203,"607,272,626,289"
McLaury.,71.82887268066406,"8,297,126,316"
"Portlancville,",38.29397201538086,"155,298,317,316"
N_,19.568397521972656,"354,304,370,314"
¥.:,56.87577819824219,"410,297,444,314"
seconé.,72.45926666259766,"471,295,551,312"
$40.,13.489463806152344,"584,293,642,311"
Unlang,34.333656311035156,"10,318,98,337"
Eder.,66.820465087890625,"115,319,174,337"
P,84.81471252441406,"200,320,217,336"
ft,13.102638244628906,"241,320,259,337"
"Hazzard,",88.09534454345703,"286,319,394,337"
"Syracuse,",28.57170867919922,"412,318,520,334"
N_Y.:,28.254615783691406,"546,314,626,334"
|,91.44583892822266,"641,312,642,322"
third.,84.93254089355469,"8,341,74,357"
£8.,53.63589859008789,"92,342,112,356"
Mabel,92.50101470947266,"145,340,217,357"
Mac.,78.75526428222656,"235,341,290,358"
Harry,79.35960388183594,"309,340,378,357"
MeCulloug.,0,"397,329,553,378"
Fa>-,54.768795013427734,"567,336,624,353"
"ette,",76.54901885986328,"8,364,60,378"
Mo.:,72.59490966796875,"78,362,110,378"
"fourth,",84.39286804199219,"147,363,221,379"
"$3,",79.147308349609375,"246,362,282,380"
Hannah,93.65117645263672,"299,360,395,378"
Mac.,79.13419342041016,"410,359,453,376"
sare.,0,"479,362,552,375"
"fifth,",70.27439880371094,"568,358,624,374"
=,49.87169647216797,"8,382,39,420"
fteth,0,"72,383,128,400"
"Whitaker,",79.3004150390625,"151,382,275,401"
(2,40.90114974975586,"298,383,321,399"
"McCulloush,",35.94123077392578,"346,380,500,399"
"Fayette,",80.48011779785156,"522,378,625,397"
Teste,32.14573669433594,"34,423,106,441"
Belted,56.35872268676758,"130,424,206,440"
helfer,36.690635681152344,"230,424,301,440"
1,94.198455810546875,"332,424,338,439"
year,94.198455810546875,"362,426,418,441"
and,66.61298370361328,"438,421,480,438"
under,89.2552719116211,"502,420,574,437"
2—,40.405967712402344,"594,419,628,437"
Firet,87.7677001953125,"8,444,68,461"
prize.,48.26716613769531,"84,446,148,461"
Hazel,71.573486328125,"166,444,235,461"
©.,52.18147277832031,"249,446,262,461"
J.,90.782958984375,"294,444,306,461"
W.,83.41898345947266,"332,444,364,462"
"Swab,",92.42469787597656,"382,443,454,461"
"Figdlay,",61.21965026855469,"470,441,572,460"
O.;,46.49825668334961,"588,443,625,460"
"secomi,",38.55392074584961,"6,469,87,482"
Kessie,36.46654510498047,"113,466,190,482"
