word,confidence,bbox
horticulture),53.635066986083984,"13,26,219,49"
exhibit),48.224769592285156,"250,27,380,50"
on,94.223541259765625,"401,33,440,50"
the,94.0651626586914,"472,29,525,52"
recent,89.85939025878906,"558,34,663,55"
free,89.85939025878906,"696,33,762,57"
peach,96.52754974365234,"15,55,112,81"
day,95.82572937011719,"132,54,192,80"
and,64.99737548828125,"214,55,275,76"
showed,96.83223724365234,"295,49,421,85"
their,90.64202117919922,"443,57,524,79"
‘‘raising’’,53.85536193847656,"545,59,703,86"
by,96.986175537109375,"725,62,763,84"
the,96.5807113647461,"16,82,67,104"
way,96.355194091796875,"83,87,152,107"
they,96.0838394165039,"169,82,242,108"
apecotea,0,"258,84,406,133"
the,96.945587158203125,"425,84,477,106"
gift,96.6278305053711,"493,84,554,111"
of,96.49390411376953,"571,87,605,109"
the,93.18928527832031,"622,88,675,110"
gen-,92.60369873046875,"689,86,763,115"
erous,90.059173583984375,"13,115,104,131"
state,93.03575134277344,"122,113,207,133"
commissioners..,88.9417724609375,"226,112,497,137"
Thousands,95.41749572753906,"526,113,712,138"
of,89.990570068359375,"730,117,764,139"
people,95.65630340576172,"14,137,120,163"
made,95.65630340576172,"150,137,240,159"
up,96.21478271484375,"270,143,309,161"
that,96.39287567138672,"339,138,408,162"
seemingly,95.68885803222656,"437,140,610,168"
endless,96.01293182373047,"638,144,761,167"
line,96.20552062988281,"13,165,72,186"
which,95.83612823486328,"89,164,191,189"
suggested,96.32563781738281,"207,166,376,191"
the,93.247833251953125,"393,166,446,187"
Irishman’s,76.17808532714844,"463,166,646,192"
string,96.45147705078125,"661,171,763,197"
which,95.9483871459961,"14,191,115,213"
had,95.9483871459961,"140,191,199,213"
no,92.59716796875,"225,198,263,213"
end,92.59716796875,"287,192,344,213"
to,95.17578887939453,"370,196,401,215"
"it,",93.776275634765625,"424,193,456,216"
owing,96.301788330078125,"480,195,583,220"
to,92.57926177978516,"608,199,638,218"
some-,86.17333984375,"663,203,762,219"
body,96.83714294433594,"14,218,94,244"
having,96.70561218261719,"113,219,230,245"
cut,96.42447662353516,"248,220,300,241"
it,95.85311126708984,"319,219,342,242"
off.,95.45233154296875,"360,219,411,242"
There,96.4496841430664,"441,220,541,243"
were,96.18031311035156,"558,227,639,245"
people,85.39117431640625,"655,226,762,250"
who,96.516143798828125,"14,246,83,268"
arrived,96.04075622558594,"110,246,234,269"
breathless,95.6023941040039,"262,247,438,270"
and,96.34696960449219,"464,249,526,271"
excited,96.57154083251953,"552,251,674,273"
and,95.97826385498047,"700,253,761,275"
scrambled,27.285415649414062,"14,274,187,296"
for,85.34400177001953,"216,274,264,296"
|a,33.83936309814453,"288,280,307,297"
place,82.88380432128906,"332,275,419,308"
in,96.00270080566406,"443,275,472,298"
"line,",95.74708557128906,"497,276,566,302"
who,96.414520263671875,"594,279,662,302"
took,96.55052185058594,"688,281,760,303"
their,95.56788635253906,"12,302,92,324"
peach,92.57344055175781,"112,302,208,329"
|ag,60.45545196533203,"228,309,263,330"
a,95.93692779541016,"278,308,296,325"
just,96.7087173461914,"313,303,379,329"
due,95.921600341796875,"396,304,457,327"
for,96.00804138183594,"474,304,522,327"
having,96.482391357421875,"542,306,657,333"
come,96.59795379638672,"674,312,761,332"
after,96.18257904052734,"12,331,98,353"
"it,",84.51739501953125,"116,331,148,353"
’,8.6159515380859375,"528,340,533,346"
!,32.85027313232422,"618,336,620,341"
There,95.88770294189453,"43,358,142,380"
were,96.289306640625,"162,363,243,380"
people!,31.091583251953125,"262,359,370,385"
who,76.84259033203125,"390,360,459,382"
had,96.83728790283203,"479,360,538,383"
expectantly,89.54736328125,"560,364,762,391"
made,96.31192779541016,"13,386,103,408"
a,96.14082336425781,"120,393,139,408"
beeline,0,"157,385,290,409"
from,96.15533447265625,"308,387,387,409"
the,96.83048248291016,"405,388,458,410"
turnstiles,96.32706451416016,"477,389,640,412"
to,96.46345520019531,"660,392,690,413"
the,96.63172912597656,"710,392,761,414"
"exhibit,",95.84576416015625,"13,413,140,436"
but,92.40364837646484,"169,414,224,436"
who,92.40364837646484,"251,413,320,436"
sauntered,90.6825180053711,"345,415,513,441"
around,96.412353515625,"540,417,659,439"
with,96.8389663696289,"684,419,760,442"
feigned,96.1518325805664,"13,440,137,466"
indifference.,85.29533386230469,"157,441,358,463"
and,85.29533386230469,"377,442,438,467"
had,95.67146301269531,"458,442,518,464"
to,94.91637420654297,"539,446,568,466"
be,96.489166259765625,"587,444,624,465"
pushed,96.296295166015625,"641,446,760,471"
into,90.02928924560547,"13,468,79,489"
"line,",90.02928924560547,"100,467,174,492"
whepe,61.10087966918945,"203,468,304,497"
they,59.1844596862793,"330,469,403,494"
looked,91.85425567626953,"432,469,541,491"
surprisedly,92.16575622558594,"567,472,760,498"
at,95.93274688720703,"13,496,48,516"
the,95.93274688720703,"72,495,123,517"
"peach,",91.649017333984375,"148,494,255,520"
as,93.07672119140625,"272,501,316,518"
if/it,51.422607421875,"340,496,413,522"
had,96.08121490478516,"437,496,496,519"
fallen,95.92755889892578,"521,497,616,520"
from,95.63494110107422,"639,497,720,522"
a,96.92375946044922,"742,505,763,521"
clear,95.98612976074219,"13,521,97,544"
sky.,96.14344024658203,"119,522,186,548"
},0,"280,526,282,528"
',35.58964538574219,"378,523,380,545"
There,95.88885498046875,"42,549,142,571"
were,96.98485565185547,"161,555,242,571"
talkative,95.6231460571289,"263,548,416,573"
men,96.16551971435547,"436,556,504,572"
who,96.535736083984375,"526,551,596,574"
were,93.1394271850586,"615,557,695,575"
in-,91.468963623046875,"716,554,760,576"
terested,95.97872161865234,"13,577,149,599"
in,93.25140380859375,"173,577,203,599"
neach,78.887451171875,"229,578,326,600"
"raising,",95.640960693359375,"348,577,475,602"
and,96.3564682006836,"499,578,560,601"
wanted,96.41898345947266,"583,580,707,602"
to,96.4554672241211,"729,584,762,603"
stop,95.60770416259766,"12,606,62,625"
and,95.60770416259766,"100,604,162,626"
ask,96.07252502441406,"180,604,239,627"
all,95.01863861083984,"256,603,298,626"
about,96.66279602050781,"318,605,414,626"
the,91.6363754272461,"433,605,485,627"
elberto,90.72631072998047,"504,605,622,628"
"family,",95.4106216430664,"638,607,760,633"
and,96.37329864501953,"14,606,68,664"
if,96.37329864501953,"87,610,119,654"
it,96.81748962402344,"137,632,161,653"
was,51.84202575683594,"180,637,245,654"
the,96.620208740234375,"263,630,315,654"
better,96.5078125,"332,630,433,656"
suited,96.28528594970703,"449,632,551,655"
for,96.08790588378906,"571,633,620,655"
putting,96.355712890625,"636,635,763,662"
up,96.0628662109375,"13,664,54,686"
for,96.02449798583984,"75,659,124,681"
future,96.02449798583984,"144,659,250,682"
use,95.79814147949219,"270,665,324,681"
or,95.781005859375,"342,665,380,681"
for,95.781005859375,"395,659,445,682"
putting,96.30683135986328,"463,659,588,687"
down,96.28587341308594,"604,661,695,684"
for,96.96983337402344,"713,662,763,684"
present,96.17510223388672,"14,688,140,713"
"use,",95.61946868896484,"166,692,228,712"
and,93.22742462158203,"254,687,315,709"
if|it,51.841617584228516,"343,687,416,715"
jammed,94.66773986816406,"440,687,578,712"
well,95.025421142578125,"605,689,673,711"
and,96.5734634399414,"698,689,762,713"
was,89.79405975341797,"14,719,79,736"
ezsily,78.1603012084961,"101,714,200,740"
stoned.,95.0519027709961,"222,715,342,737"
There,95.755645751953125,"42,742,142,763"
were,95.755645751953125,"164,747,245,764"
women,95.92076110839844,"268,747,386,764"
who,96.36328125,"411,742,480,764"
cared,95.88671112060547,"503,743,595,765"
nothing,96.1657943725586,"629,744,762,771"
about,94.78771209716797,"13,769,109,791"
seach,93.08360290527344,"139,769,238,792"
"culture,",77.39636993408203,"268,769,399,793"
but,96.080535888671875,"431,770,485,791"
who,96.52033996582031,"515,770,584,792"
were,92.654022216796875,"616,776,696,793"
so,92.654022216796875,"726,777,762,793"
pleased,95.83668518066406,"14,796,139,822"
with,96.57044219970703,"165,797,240,820"
the,96.6790542602539,"268,797,321,818"
"downy,",96.12482452392578,"346,797,466,827"
tasty,95.20501708984375,"494,798,579,822"
gift,23.587677001953125,"605,794,665,851"
that,96.805694580078125,"691,798,760,821"
they.wanted,87.80681610107422,"13,823,232,850"
to,96.650390625,"255,826,285,845"
stop,88.4815673828125,"306,825,373,850"
and,88.4815673828125,"393,824,452,849"
thank,96.46795654296875,"474,824,574,847"
the,96.15018463134766,"594,826,646,847"
donor,96.52796936035156,"664,825,762,848"
"again,",96.53984832763672,"12,851,117,880"
and,96.434539794921875,"138,851,202,873"
ask,95.31462860107422,"226,851,284,874"
him},22.018775939941406,"312,851,380,873"
about,22.018775939941406,"397,851,494,875"
his,95.8691635131836,"520,852,568,874"
folks,96.65834045410156,"592,852,675,875"
and,96.97911834716797,"698,854,760,876"
where,96.6631851196289,"13,881,116,909"
he,96.39408874511719,"136,879,173,901"
came,95.81831359863281,"194,883,283,901"
from.,96.28173065185547,"304,879,392,904"
There,96.30036163330078,"43,955,143,984"
were,96.03504180908203,"169,960,249,977"
people,94.79134368896484,"275,955,381,982"
who,96.83831024169922,"409,956,478,978"
took,96.68840789794922,"506,956,578,979"
the,93.2918930053711,"607,957,658,980"
fruft,59.80777359008789,"686,957,764,981"
stolidly,86.67584228515625,"10,984,138,1011"
and),32.43830108642578,"153,983,214,1006"
with,90.85216522216797,"233,983,307,1006"
forward-gazing,89.49761962890625,"327,983,593,1012"
eyes,96.831817626953125,"610,991,683,1012"
and,95.84453582763672,"699,987,762,1009"
never,94.89060974121094,"9,1016,107,1038"
a,94.89060974121094,"131,1017,151,1034"
word,95.31090545654297,"172,1011,255,1038"
of,96.51575469970703,"279,1012,311,1033"
"thanks,",96.30023193359375,"336,1012,460,1036"
and,96.37393951416016,"485,1014,545,1036"
there,92.45159912109375,"570,1014,657,1037"
:were,0,"682,1020,762,1038"
others,80.10029602050781,"14,1040,121,1062"
who),81.72864532470703,"148,1039,224,1061"
bowed,93.01202392578125,"245,1038,350,1067"
|so,87.06840515136719,"389,1045,423,1060"
|profoundly,46.82722473144531,"462,1040,651,1070"
they,78.489715576171875,"688,1042,762,1069"
backed,96.260101318359375,"15,1067,133,1089"
inte,94.7345199584961,"158,1067,224,1091"
those,94.7345199584961,"249,1066,338,1089"
behind,96.36061096191406,"363,1066,476,1088"
them,94.32337951660156,"502,1067,587,1091"
and,96.66401672363281,"613,1069,674,1091"
had,95.03131103515625,"701,1069,765,1092"
to,92.92247009277344,"15,1096,45,1116"
be,96.398162841796875,"68,1094,103,1115"
straightened,82.136993408203125,"127,1093,343,1119"
up,96.14567565917969,"367,1094,406,1118"
and,96.14567565917969,"429,1094,490,1115"
sent,95.92555236816406,"515,1097,585,1116"
on.,95.90186309814453,"608,1101,656,1117"
There,94.248077392578125,"39,1121,140,1144"
were,96.78926086425781,"158,1125,237,1147"
ladies,96.467376708984375,"256,1120,352,1141"
who,96.7111587524414,"369,1120,438,1151"
never,95.545013427734375,"454,1125,548,1142"
took,96.65020751953125,"565,1122,639,1144"
things,96.32532501220703,"651,1123,762,1150"
they,93.64432525634766,"14,1148,88,1173"
did,93.64432525634766,"106,1147,158,1169"
not,95.17084503173828,"177,1148,231,1168"
have,95.6567611694336,"251,1146,331,1168"
the,96.96253967285156,"350,1146,402,1168"
privilege,96.30602264404297,"422,1147,570,1173"
of,92.99822235107422,"589,1149,622,1171"
return-,91.6704330444336,"640,1152,762,1172"
"ing,",96.3207778930664,"12,1175,72,1200"
and,96.4606704711914,"92,1174,153,1196"
they,93.26212310791016,"173,1174,246,1200"
leoked,90.136199951171875,"265,1173,373,1196"
the,83.26423645019531,"392,1174,444,1198"
suppiy,92.14844512939453,"463,1175,574,1202"
over,96.94994354248047,"592,1182,668,1199"
with,96.7989730834961,"686,1178,760,1200"
a,95.19300079345703,"12,1209,31,1225"
view,95.21879577636719,"52,1203,129,1225"
to,96.45975494384766,"152,1204,184,1225"
exchaceins,0,"204,1200,402,1252"
their,93.17051696777344,"423,1201,505,1225"
péach,86.30040740966797,"525,1204,623,1230"
if,95.48657989501953,"642,1205,669,1228"
they,96.30488586425781,"687,1207,761,1234"
Saw,92.10081481933594,"15,1237,79,1254"
one,92.324676513671875,"115,1236,171,1253"
they,81.442169189453125,"208,1229,281,1257"
liked,95.6423110961914,"315,1230,376,1253"
"better,",95.6423110961914,"430,1230,541,1258"
and,86.5589599609375,"578,1234,639,1257"
there,86.5589599609375,"675,1235,762,1264"
were,96.31363677978516,"15,1266,95,1283"
ladies,84.57695007324219,"126,1259,220,1284"
who,96.41785430908203,"251,1258,319,1282"
eyed,96.49586486816406,"350,1260,426,1286"
their,96.27103424072266,"456,1260,538,1284"
peach,92.573516845703125,"567,1263,663,1288"
sus-,91.011932373046875,"694,1270,762,1288"
picicusly,68.8266830444336,"13,1289,163,1320"
to,93.200439453125,"180,1291,210,1312"
seelif,69.7380599975586,"227,1288,319,1311"
it,96.772552490234375,"336,1288,358,1311"
was,72.62117004394531,"375,1293,440,1312"
a,96.60066223144531,"455,1294,473,1312"
second,96.0302734375,"490,1291,604,1314"
and,86.11653900146484,"620,1292,680,1316"
had,73.620574951171875,"701,1293,760,1317"
been,94.96414947509766,"16,1321,88,1341"
cracked,94.96414947509766,"114,1317,246,1339"
in,96.40638732910156,"271,1317,300,1340"
the,83.5653076171875,"325,1317,377,1340"
firing,92.89273834228516,"401,1317,492,1345"
or,96.23863220214844,"514,1324,549,1341"
was,95.87923431396484,"572,1325,636,1343"
pulled,96.61217498779297,"659,1322,762,1348"
at,95.69541931152344,"13,1348,47,1368"
the,95.69541931152344,"75,1345,128,1367"
seams.,96.32061767578125,"155,1349,267,1366"
.,0,"601,1352,605,1355"
Some,95.5645980834961,"43,1373,133,1395"
people,95.5645980834961,"155,1372,261,1397"
asked,96.25482940673828,"283,1371,381,1393"
to,95.95598602294922,"402,1374,434,1395"
have,95.93327331542969,"455,1372,536,1398"
their,96.36334991455078,"560,1375,641,1398"
peach,96.206878662109375,"663,1377,763,1403"
